Dates,SPY US Equity PX_LAST,SPY US Equity PX_OPEN,SPY US Equity PX_HIGH,SPY US Equity PX_LOW,SPY US Equity PX_VOLUME,SPY US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLB US Equity PX_LAST,XLB US Equity PX_OPEN,XLB US Equity PX_HIGH,XLB US Equity PX_LOW,XLB US Equity PX_VOLUME,XLB US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLC US Equity PX_LAST,XLC US Equity PX_OPEN,XLC US Equity PX_HIGH,XLC US Equity PX_LOW,XLC US Equity PX_VOLUME,XLC US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLE US Equity PX_LAST,XLE US Equity PX_OPEN,XLE US Equity PX_HIGH,XLE US Equity PX_LOW,XLE US Equity PX_VOLUME,XLE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLF US Equity PX_LAST,XLF US Equity PX_OPEN,XLF US Equity PX_HIGH,XLF US Equity PX_LOW,XLF US Equity PX_VOLUME,XLF US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLI US Equity PX_LAST,XLI US Equity PX_OPEN,XLI US Equity PX_HIGH,XLI US Equity PX_LOW,XLI US Equity PX_VOLUME,XLI US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLK US Equity PX_LAST,XLK US Equity PX_OPEN,XLK US Equity PX_HIGH,XLK US Equity PX_LOW,XLK US Equity PX_VOLUME,XLK US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLP US Equity PX_LAST,XLP US Equity PX_OPEN,XLP US Equity PX_HIGH,XLP US Equity PX_LOW,XLP US Equity PX_VOLUME,XLP US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLU US Equity PX_LAST,XLU US Equity PX_OPEN,XLU US Equity PX_HIGH,XLU US Equity PX_LOW,XLU US Equity PX_VOLUME,XLU US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLV US Equity PX_LAST,XLV US Equity PX_OPEN,XLV US Equity PX_HIGH,XLV US Equity PX_LOW,XLV US Equity PX_VOLUME,XLV US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLRE US Equity PX_LAST,XLRE US Equity PX_OPEN,XLRE US Equity PX_HIGH,XLRE US Equity PX_LOW,XLRE US Equity PX_VOLUME,XLRE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLY US Equity PX_LAST,XLY US Equity PX_OPEN,XLY US Equity PX_HIGH,XLY US Equity PX_LOW,XLY US Equity PX_VOLUME,XLY US Equity TOT_RETURN_INDEX_GROSS_DVDS,SPX Index PX_LAST,SPX Index PX_OPEN,SPX Index PX_HIGH,SPX Index PX_LOW,SPX Index PX_VOLUME,SPX Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST,VIX Index PX_OPEN,VIX Index PX_HIGH,VIX Index PX_LOW,VIX Index TOT_RETURN_INDEX_GROSS_DVDS,USGG10YR Index PX_LAST,USGG10YR Index PX_OPEN,USGG10YR Index PX_HIGH,USGG10YR Index PX_LOW,USGG10YR Index TOT_RETURN_INDEX_GROSS_DVDS,USGG2YR Index PX_LAST,USGG2YR Index PX_OPEN,USGG2YR Index PX_HIGH,USGG2YR Index PX_LOW,USGG2YR Index TOT_RETURN_INDEX_GROSS_DVDS,FDTR Index PX_LAST,CPI YOY Index PX_LAST,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS,USURTOT Index PX_LAST,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST.1,VIX Index PX_OPEN.1,VIX Index PX_HIGH.1,VIX Index PX_LOW.1,VIX Index TOT_RETURN_INDEX_GROSS_DVDS.1,USGG10YR Index PX_LAST.1,USGG10YR Index PX_OPEN.1,USGG10YR Index PX_HIGH.1,USGG10YR Index PX_LOW.1,USGG10YR Index TOT_RETURN_INDEX_GROSS_DVDS.1,USGG2YR Index PX_LAST.1,USGG2YR Index PX_OPEN.1,USGG2YR Index PX_HIGH.1,USGG2YR Index PX_LOW.1,USGG2YR Index TOT_RETURN_INDEX_GROSS_DVDS.1,FDTR Index PX_LAST.1,FDTR Index TOT_RETURN_INDEX_GROSS_DVDS,CPI YOY Index PX_LAST.1,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS.1,USURTOT Index PX_LAST.1,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS.1,T10Y2Y Index PX_LAST,BAMLH0A0HYM2 Index PX_LAST,DTWEXBGS Index PX_LAST,DCOILWTICO Index PX_LAST,T10YIE Index PX_LAST
2023/5/11,412.13,411.95,412.43,409.97,70157064,434.2211,38.98,38.99,39.11,38.7955,12849750,66.4415,59.66,59.32,60.015,59.06,7617798,62.2745,39.2,39.115,39.405,38.9,38168274,71.0203,32.03,31.88,32.075,31.74,36693238,51.171,98.41,98.49,98.62,97.855,11545062,150.7829,75.575,75.79,75.79,75.05,8957092,99.4869,76.82,76.57,76.87,76.15,11790844,132.6534,34.325,34.7,34.71,34.165,29748158,77.8993,132.37,132.5,132.58,131.54,8764931,187.0014,37.02,37.18,37.21,36.785,3419755,47.9625,74.545,74.245,74.64,73.965,8288846,98.3011,4130.62,4132.24,4132.8,4109.29,590608874,6430.1015,16.93,16.8,18.19,16.63,16.93,3.3843,3.4326,3.4401,3.3417,3.3843,3.8994,3.9119,3.9369,3.8079,3.8994,5.25,4.9,4.9,3.4,3.4,16.93,16.8,18.19,16.63,16.93,3.3843,3.4326,3.4401,3.3417,3.3843,3.8994,3.9119,3.9369,3.8079,3.8994,5.25,5.25,4.9,4.9,3.4,3.4,-0.5,4.81,119.0303,70.81,2.16
2023/5/12,411.59,413.42,413.64,409.07,70481548,433.6522,39.05,39.155,39.225,38.715,8287230,66.5608,59.71,59.77,59.88,59.325,4019763,62.3267,39.26,39.395,39.66,38.9751,37913270,71.129,31.9,32.24,32.24,31.69,36253024,50.9633,98.48,98.84,99.145,97.745,8552536,150.8901,75.475,75.705,75.815,74.89,7907956,99.3552,77.12,76.9,77.145,76.735,7012238,133.1714,34.515,34.515,34.735,34.31,23748566,78.3305,132.19,132.57,132.85,131.6,6626766,186.7471,37.09,37.16,37.16,36.785,2950237,48.0532,73.915,74.8,74.995,73.475,7557774,97.4704,4124.08,4138.54,4143.74,4099.12,552093777,6421.3768,17.03,16.83,17.92,16.38,17.03,3.4625,3.3806,3.4663,3.3676,3.4625,3.9872,3.8848,4.004,3.8702,3.9872,5.25,4.9,4.9,3.4,3.4,17.03,16.83,17.92,16.38,17.03,3.4625,3.3806,3.4663,3.3676,3.4625,3.9872,3.8848,4.004,3.8702,3.9872,5.25,5.25,4.9,4.9,3.4,3.4,-0.52,4.76,119.3671,70.02,2.18
2023/5/15,413.01,412.22,413.43,410.23,54289383,435.1483,39.38,39.25,39.41,39.005,6487294,67.1233,59.99,59.71,60.135,59.575,3557927,62.6189,39.46,39.405,39.685,39.095,32544556,71.4913,32.16,31.96,32.22,31.9,33208458,51.3787,98.96,98.44,99.295,98.09,8433593,151.6256,76.1,75.55,76.115,75.2775,6796922,100.178,76.93,77.24,77.34,76.59,8652296,132.8434,34.08,34.645,34.695,33.94,26370274,77.3433,131.96,132.21,132.3,131.39,5725670,186.4222,37.02,37.13,37.235,36.8917,3003558,47.9625,74.01,74,74.16,73.365,6412076,97.5956,4136.28,4126.65,4141.25,4110.27,542788546,6441.2405,17.12,17.44,18.16,17.08,17.12,3.5019,3.4625,3.5094,3.455,3.5019,4.0104,3.9872,4.0272,3.9601,4.0104,5.25,4.9,4.9,3.4,3.4,17.12,17.44,18.16,17.08,17.12,3.5019,3.4625,3.5094,3.455,3.5019,4.0104,3.9872,4.0272,3.9601,4.0104,5.25,5.25,4.9,4.9,3.4,3.4,-0.49,4.77,119.1608,71.07,2.19
2023/5/16,410.25,411.86,412.815,410.24,57705495,432.2404,38.73,39.17,39.21,38.715,8346402,66.0154,59.92,59.69,60.145,59.607,3775839,62.5459,38.49,39.275,39.445,38.4325,44521718,69.7339,31.86,32.095,32.19,31.84,31241413,50.8994,97.62,98.49,98.59,97.62,9416185,149.5724,76.18,75.995,76.595,75.97,9398476,100.2833,76.28,76.82,76.82,76.17,11310742,131.7209,33.325,34.04,34.105,33.305,28008014,75.6299,130.86,131.68,131.73,130.83,7106025,184.8682,36.03,36.99,36.99,36.03,3240368,46.6798,73.71,73.505,74.37,73.4,6948810,97.2,4109.9,4127.95,4135.54,4109.86,561421418,6400.5035,17.99,17.54,18.3,17.26,17.99,3.5339,3.5038,3.5716,3.4551,3.5339,4.0821,4.0062,4.1158,3.958,4.0821,5.25,4.9,4.9,3.4,3.4,17.99,17.54,18.3,17.26,17.99,3.5339,3.5038,3.5716,3.4551,3.5339,4.0821,4.0062,4.1158,3.958,4.0821,5.25,5.25,4.9,4.9,3.4,3.4,-0.52,4.79,119.1743,70.85,2.19
2023/5/17,415.23,412.35,415.855,410.635,87286957,437.4873,38.985,38.915,39.14,38.7325,10505662,66.45,60.65,60.02,60.91,59.88,5544913,63.3079,39.23,38.885,39.44,38.6,46200666,71.0746,32.5,32.11,32.59,32.04,46818832,51.9219,99.3,98.23,99.615,98.18,12387385,152.1465,77.195,76.5,77.325,76.1475,11916612,101.6194,76.24,76.48,76.49,75.77,10891385,131.6519,33.205,33.43,33.44,33.065,34176638,75.3575,131.02,131.08,131.19,129.555,15512874,185.0943,36.5,36.28,36.565,35.95,3220545,47.2888,75.245,74.175,75.325,74.16,9331912,99.2242,4158.77,4122.85,4164.67,4113.62,665798957,6477.8677,16.87,17.96,18.26,16.68,16.87,3.5641,3.5433,3.5868,3.5132,3.5641,4.154,4.08,4.173,4.0505,4.154,5.25,4.9,4.9,3.4,3.4,16.87,17.96,18.26,16.68,16.87,3.5641,3.5433,3.5868,3.5132,3.5641,4.154,4.08,4.173,4.0505,4.154,5.25,5.25,4.9,4.9,3.4,3.4,-0.55,4.75,119.607,72.78,2.22
2023/5/18,419.23,414.9,419.67,414.67,97177195,441.7017,39.215,38.805,39.255,38.62,13352436,66.8421,61.74,60.69,61.795,60.69,6548007,64.4456,39.515,38.995,39.5625,38.75,33154252,71.591,32.74,32.44,32.775,32.32,42232483,52.3053,100.02,99.14,100.18,98.855,10813045,153.2497,78.775,77.29,78.89,77.29,15491208,103.6993,75.87,75.96,76.06,75.41,10765464,131.0129,33.105,33.05,33.1375,32.8125,32335576,75.1306,130.7,130.74,130.91,129.69,12196872,184.6422,36.27,36.36,36.465,35.98,4111010,46.9908,76.415,75.41,76.445,75.4,8606606,100.7671,4198.05,4157.68,4202.2,4153.5,653367048,6540.2234,16.05,16.92,17.15,16.05,16.05,3.6457,3.5622,3.6553,3.5452,3.6457,4.2517,4.1498,4.2772,4.1266,4.2517,5.25,4.9,4.9,3.4,3.4,16.05,16.92,17.15,16.05,16.05,3.6457,3.5622,3.6553,3.5452,3.6457,4.2517,4.1498,4.2772,4.1266,4.2517,5.25,5.25,4.9,4.9,3.4,3.4,-0.59,4.69,120.0886,71.82,2.23
2023/5/19,418.62,420.17,420.72,417.35,103793317,441.059,39.315,39.5,39.515,39.1,9943166,67.0125,61.41,61.78,62.17,61.17,5739550,64.1012,39.82,39.88,40.13,39.595,36122188,72.1435,32.6,32.82,32.92,32.45,40132919,52.0817,99.78,100.79,100.885,99.27,10028252,152.882,78.74,78.795,78.93,78.47,9805102,103.6533,75.92,76.03,76.12,75.585,10457604,131.0993,33.055,33.26,33.445,33.0325,24944942,75.0171,131.31,131,132.19,130.94,9277048,185.504,36.21,36.48,36.63,36.05,4578659,46.9131,75.775,76.23,76.27,75.395,7150460,99.9231,4191.98,4204.15,4212.91,4180.2,685778027,6530.9301,16.81,16.13,17.36,15.85,16.81,3.6726,3.6457,3.7186,3.6173,3.6726,4.2659,4.2496,4.3468,4.1915,4.2659,5.25,4.9,4.9,3.4,3.4,16.81,16.13,17.36,15.85,16.81,3.6726,3.6457,3.7186,3.6173,3.6726,4.2659,4.2496,4.3468,4.1915,4.2659,5.25,5.25,4.9,4.9,3.4,3.4,-0.58,4.62,119.7751,71.57,2.24
2023/5/22,418.79,418.64,420.39,417.35,60745399,441.2381,39.11,39.395,39.505,39.045,8288590,66.6631,61.97,61.5,62.43,61.47,4924926,64.6857,39.655,39.67,40.059,39.595,26943532,71.8446,32.66,32.71,32.78,32.46,35286215,52.1775,99.76,99.82,100.38,98.95,9038745,152.8513,78.89,78.505,79.095,78.375,10794178,103.8507,74.77,75.72,75.85,74.73,14575843,129.1135,33.065,33.14,33.31,32.945,18989338,75.0398,131.44,131.5,132.36,131.13,12856105,185.6876,36.45,36.28,36.68,36.058,3943394,47.224,75.54,75.81,76.035,75.28,7120064,99.6132,4192.63,4190.78,4209.22,4179.68,558748206,6532.6949,17.21,17.45,18.13,16.82,17.21,3.7148,3.665,3.7264,3.6402,3.7148,4.3154,4.2403,4.341,4.2174,4.3154,5.25,4.9,4.9,3.4,3.4,17.21,17.45,18.13,16.82,17.21,3.7148,3.665,3.7264,3.6402,3.7148,4.3154,4.2403,4.341,4.2174,4.3154,5.25,5.25,4.9,4.9,3.4,3.4,-0.57,4.54,120.0875,71.81,2.24
2023/5/23,414.09,417.08,418.722,413.68,86383493,436.2862,38.505,38.825,38.93,38.425,10494160,65.6319,61.2,61.62,62.105,61.2,4214595,63.882,40.08,40.035,40.535,39.9275,42803744,72.6146,32.28,32.52,32.69,32.255,42217163,51.5704,98.56,99.32,99.6,98.385,11744727,151.0127,77.725,78.495,78.82,77.695,11690952,102.3171,74.22,74.57,74.63,74.12,13700364,128.1637,32.95,32.94,33.275,32.86,24128032,74.7788,130,130.91,131.0951,129.71,8723112,183.6533,36,36.38,36.66,35.96,3152019,46.641,74.85,74.96,75.92,74.7,8583152,98.7033,4145.58,4176.8,4185.68,4142.54,625447278,6459.5113,18.53,17.35,19.31,17.3,18.53,3.6919,3.7148,3.7572,3.6861,3.6919,4.316,4.3133,4.4058,4.3047,4.316,5.25,4.9,4.9,3.4,3.4,18.53,17.35,19.31,17.3,18.53,3.6919,3.7148,3.7572,3.6861,3.6919,4.316,4.3133,4.4058,4.3047,4.316,5.25,5.25,4.9,4.9,3.4,3.4,-0.56,4.6,120.3204,72.87,2.26
2023/5/24,411.09,412.42,412.82,409.8795,89213678,433.1254,38.065,38.34,38.375,37.99,14128078,64.8819,60.92,60.87,61.205,60.57,6112685,63.5897,40.255,40.395,40.565,39.915,33474290,72.9316,31.86,32.04,32.07,31.79,46610723,50.8994,97.29,98.27,98.295,97.15,11654874,149.0668,77.155,77.11,77.465,76.735,10925504,101.5668,73.74,74.25,74.3,73.68,11901922,127.3348,32.735,32.905,33.025,32.68,23127590,74.2909,129.11,129.75,129.78,128.81,7953091,182.396,35.21,35.885,35.9,35.15,3991397,45.6175,74.575,74.69,74.97,73.995,6952448,98.3407,4115.24,4132.96,4132.96,4103.98,582283061,6412.355,20.03,18.8,20.81,18.8,20.03,3.7419,3.6995,3.7457,3.6651,3.7419,4.3757,4.2726,4.3902,4.2438,4.3757,5.25,4.9,4.9,3.4,3.4,20.03,18.8,20.81,18.8,20.03,3.7419,3.6995,3.7457,3.6651,3.7419,4.3757,4.2726,4.3902,4.2438,4.3757,5.25,5.25,4.9,4.9,3.4,3.4,-0.58,4.68,120.4752,74.37,2.25
2023/5/25,414.65,414.74,416.16,412.4101,90961606,436.8762,37.93,38.11,38.115,37.72,11713076,64.6518,60.92,61.49,61.54,60.75,5962559,63.5897,39.54,39.675,39.76,39.17,38250904,71.6362,31.85,31.78,31.96,31.66,41658889,50.8835,97.61,97.36,97.85,96.735,14259326,149.5571,80.115,79.205,80.43,78.79,18077998,105.4633,73.18,73.09,73.445,72.63,17725020,126.3678,32.295,32.6725,32.6875,32.065,32252144,73.2923,127.79,128.49,128.66,126.91,13737188,180.5312,35.29,35.39,35.575,35.04,5230708,45.7211,74.24,74.805,74.9,73.99,7997820,97.8989,4151.28,4155.71,4165.74,4129.73,742956859,6468.7205,19.14,19.54,19.95,18.7,19.14,3.8174,3.74,3.8251,3.7266,3.8174,4.5329,4.3716,4.535,4.3633,4.5329,5.25,4.9,4.9,3.4,3.4,19.14,19.54,19.95,18.7,19.14,3.8174,3.74,3.8251,3.7266,3.8174,4.5329,4.3716,4.535,4.3633,4.5329,5.25,5.25,4.9,4.9,3.4,3.4,-0.67,4.58,120.8413,71.68,2.25
2023/5/26,420.02,415.33,420.77,415.25,93829975,442.534,38.12,38.21,38.36,37.95,15882532,64.9756,62.16,61.02,62.2,60.74,8314910,64.884,39.385,39.78,39.89,39.18,28785746,71.3554,32.11,31.92,32.1875,31.87,44183009,51.2988,98.34,97.9,98.72,97.78,10790508,150.6756,82.39,80.32,82.535,80.31,15159996,108.4581,73.43,73.11,73.545,72.86,15531023,126.7995,32.295,32.245,32.32,31.965,33187918,73.2923,127.53,127.67,128.8701,127.29,8794874,180.1639,35.7,35.38,35.785,35.23,4405766,46.2523,75.985,74.415,76.535,74.29,10410210,100.2,4205.45,4156.16,4212.87,4156.16,696802591,6553.5863,17.95,19.07,19.56,17.27,17.95,3.7983,3.8174,3.8566,3.7732,3.7983,4.5619,4.5371,4.6366,4.477,4.5619,5.25,4.9,4.9,3.4,3.4,17.95,19.07,19.56,17.27,17.95,3.7983,3.8174,3.8566,3.7732,3.7983,4.5619,4.5371,4.6366,4.477,4.5619,5.25,5.25,4.9,4.9,3.4,3.4,-0.74,4.53,120.6304,72.35,2.23
2023/5/30,420.18,422.03,422.58,418.735,72215960,442.7026,37.915,38.09,38.16,37.625,12780658,64.6262,62.26,62.66,62.72,61.91,6807834,64.9884,38.98,38.7,39.025,38.55,40331610,70.6217,32.1,32.16,32.23,31.885,57900480,51.2829,98.19,98.48,98.72,97.7,9828302,150.4458,82.83,83.6,84.02,82.655,18123690,109.0373,72.59,73.002,73.18,72.35,22766942,125.349,32.17,32.35,32.515,32.12,31165740,73.0086,126.74,126.89,127.87,126.42,12114528,179.0478,35.81,35.97,36.3,35.74,4540277,46.3948,76.495,76.815,77.0725,76,10981560,100.8726,4205.52,4226.71,4231.1,4192.18,682208422,6554.1349,17.46,17.56,18.34,16.98,17.46,3.6866,3.7635,3.7674,3.6789,3.6866,4.4501,4.591,4.5972,4.4398,4.4501,5.25,4.9,4.9,3.4,3.4,17.46,17.56,18.34,16.98,17.46,3.6866,3.7635,3.7674,3.6789,3.6866,4.4501,4.591,4.5972,4.4398,4.4501,5.25,5.25,4.9,4.9,3.4,3.4,-0.77,4.58,120.5546,69.45,2.22
2023/5/31,417.85,418.28,419.22,416.22,110811780,440.2477,37.51,37.7,37.825,37.355,13816734,63.9359,62.24,62,62.3899,61.78,7566506,64.9675,38.295,38.37,38.665,38.165,44797624,69.3806,31.76,31.91,31.94,31.49,67667873,50.7397,96.85,97.81,97.95,96.525,13021510,148.3926,82.14,82.355,83.13,82.095,19301020,108.129,72.67,72.68,73.07,72.31,22328561,125.4872,32.465,32.185,32.61,31.9775,34266218,73.6781,127.83,126.39,128.05,126.05,15099052,180.5877,36.04,35.83,36.11,35.61,6945218,46.6928,75.805,75.99,76.145,74.755,12489766,99.9627,4179.83,4190.74,4195.44,4166.15,1762055659,6515.4643,17.94,18.04,18.4,17.12,17.94,3.6426,3.6904,3.6904,3.6121,3.6426,4.4027,4.4584,4.4604,4.3614,4.4027,5.25,4,4,3.6,3.6,17.94,18.04,18.4,17.12,17.94,3.6426,3.6904,3.6904,3.6121,3.6426,4.4027,4.4584,4.4604,4.3614,4.4027,5.25,5.25,4,4,3.6,3.6,-0.76,4.69,120.9662,68.11,2.18
2023/6/1,421.82,418.09,422.92,416.79,88865018,444.4305,38.01,37.7,38.12,37.5275,14559666,64.7881,63.08,62.42,63.185,62.28,10175813,65.8443,38.77,38.385,39.205,38.125,51623680,70.2412,32.1,31.94,32.17,31.72,48643396,51.2829,98.09,97.08,98.31,96.7512,12573724,150.2926,82.975,81.88,83.325,81.615,17419456,109.2282,72.61,72.65,72.73,72.2438,13836271,125.3835,32.225,32.525,32.57,32.025,37306372,73.1334,128.67,127.95,128.9179,126.96,9751882,181.7744,36.05,36.01,36.25,35.68,5485001,46.7058,76.7,75.74,77.075,75.215,10168850,101.1429,4221.02,4183.03,4232.43,4171.64,720758201,6580.8615,15.65,17.24,17.59,15.58,15.65,3.595,3.6369,3.6867,3.5627,3.595,4.3408,4.3903,4.4588,4.3118,4.3408,5.25,4,4,3.6,3.6,15.65,17.24,17.59,15.58,15.65,3.595,3.6369,3.6867,3.5627,3.595,4.3408,4.3903,4.4588,4.3118,4.3408,5.25,5.25,4,4,3.6,3.6,-0.72,4.65,120.0491,70.09,2.16
2023/6/2,427.92,424.5,428.74,423.95,91426171,450.8575,39.285,38.76,39.375,38.7,17659046,66.9614,63.16,62.82,63.375,62.63,8956443,65.9279,39.95,39.495,40.14,39.225,55278778,72.3791,32.8,32.41,32.915,32.41,65752905,52.4012,100.94,99.12,101.24,99.06,21451290,154.6593,83.45,83.465,83.835,82.86,14270542,109.8535,73.61,72.64,73.66,72.62,14719938,127.1104,32.56,32.06,32.685,31.985,46091954,73.8937,130.32,129.08,130.55,128.78,10293195,184.1054,36.81,36.48,36.955,36.31,4350050,47.6904,78.5,77.615,78.7938,77.57,10824760,103.5165,4282.37,4241.01,4290.67,4241.01,705674299,6676.9002,14.6,15.65,15.65,14.42,14.6,3.6907,3.6007,3.6984,3.597,3.6907,4.4969,4.3428,4.524,4.3285,4.4969,5.25,4,4,3.6,3.6,14.6,15.65,15.65,14.42,14.6,3.6907,3.6007,3.6984,3.597,3.6907,4.4969,4.3428,4.524,4.3285,4.4969,5.25,5.25,4,4,3.6,3.6,-0.81,4.37,120.0049,71.76,2.18
2023/6/5,427.1,428.28,429.67,426.37,70316043,449.9935,39.255,39.365,39.695,39.11,16183580,66.9102,63.32,62.92,63.88,62.92,7602255,66.0949,39.685,40.5325,40.56,39.615,43507754,71.8989,32.63,32.84,32.84,32.48,53591085,52.1296,100.24,101.15,101.15,100.11,10667738,153.5868,82.97,83.4,83.9542,82.8234,12090638,109.2216,73.34,73.5,74.03,73.21,10829145,126.6441,32.715,32.63,33.07,32.56,26872088,74.2455,130.79,130.61,131.38,130.41,8825083,184.7693,36.64,36.89,37.04,36.55,4346576,47.4702,78.735,78.485,79,78.275,8808752,103.8264,4273.79,4282.99,4299.28,4266.82,597332929,6663.626,14.73,15.28,15.29,14.66,14.73,3.6831,3.7023,3.7583,3.6563,3.6831,4.4659,4.5219,4.5724,4.4242,4.4659,5.25,4,4,3.6,3.6,14.73,15.28,15.29,14.66,14.73,3.6831,3.7023,3.7583,3.6563,3.6831,4.4659,4.5219,4.5724,4.4242,4.4659,5.25,5.25,4,4,3.6,3.6,-0.77,4.39,120.0048,72.14,2.19
2023/6/6,428.03,426.67,428.5772,425.99,64022175,450.9734,39.505,39.095,39.605,39.07,15206796,67.3364,63.58,63.28,63.97,63.15,4420060,66.3663,40.005,39.16,40.04,39.12,34750720,72.4787,33.04,32.6,33.09,32.58,46236074,52.7846,100.87,100,101.03,99.91,10509541,154.5521,82.95,82.77,83.13,82.355,9975664,109.1953,72.97,73.41,73.55,72.55,10796878,126.0052,32.69,32.865,32.92,32.6,25723220,74.1887,129.7,131.32,131.36,129.13,9413482,183.2295,36.86,36.84,36.935,36.51,3260607,47.7552,79.555,78.59,79.665,78.54,9799120,104.9077,4283.85,4271.34,4288.33,4263.09,581027111,6679.492,13.96,14.91,14.97,13.95,13.96,3.6602,3.6812,3.7313,3.6525,3.6602,4.4786,4.4596,4.5413,4.4286,4.4786,5.25,4,4,3.6,3.6,13.96,14.91,14.97,13.95,13.96,3.6602,3.6812,3.7313,3.6525,3.6602,4.4786,4.4596,4.5413,4.4286,4.4786,5.25,5.25,4,4,3.6,3.6,-0.81,4.39,119.9718,71.71,2.2
2023/6/7,426.55,428.44,429.62,426.11,85373275,449.4141,39.975,39.415,40.01,39.415,13330828,68.1375,62.87,63.7,64.26,62.75,5343255,65.6251,41.065,40.2,41.115,40.175,60654274,74.3992,33.17,33.07,33.24,32.87,48467077,52.9923,102.49,100.93,102.56,100.58,13384323,157.0342,81.71,82.79,83.435,81.54,13703760,107.563,72.73,72.5,72.93,72.28,13595054,125.5908,33.245,32.715,33.325,32.5125,38457672,75.4483,129.19,129.59,129.77,129,7519649,182.509,37.54,37.018,37.63,36.79,4353592,48.6362,79.015,80.115,80.385,78.865,9206394,104.1956,4267.52,4285.47,4299.19,4263.96,742367269,6654.2213,13.94,14.14,14.29,13.77,13.94,3.7952,3.6621,3.7991,3.6544,3.7952,4.5563,4.487,4.6003,4.4786,4.5563,5.25,4,4,3.6,3.6,13.94,14.14,14.29,13.77,13.94,3.7952,3.6621,3.7991,3.6544,3.7952,4.5563,4.487,4.6003,4.4786,4.5563,5.25,5.25,4,4,3.6,3.6,-0.77,4.33,119.859,72.52,2.21
2023/6/8,429.13,426.62,429.6,425.82,61952842,452.1324,39.83,39.995,40.11,39.555,11719324,67.8903,63.19,62.62,63.4,62.5309,4159280,65.9592,40.89,41.12,41.2575,40.21,46162274,74.0821,33.14,33.06,33.19,32.88,36261175,52.9444,102.67,102.31,102.905,101.83,10074643,157.31,82.595,81.83,82.7225,81.7725,10667444,108.728,73.23,72.81,73.25,72.64,8881493,126.4542,33.39,33.235,33.44,32.9875,29319766,75.7774,130.02,129.21,130.2,128.78,6583161,183.6816,37.31,37.37,37.41,36.895,4027091,48.3382,80.185,79.14,80.325,79.09,6722602,105.7385,4293.93,4268.69,4298.01,4261.07,592889909,6696.1681,13.65,14.14,14.21,13.53,13.65,3.7179,3.7875,3.8187,3.7064,3.7179,4.5147,4.5417,4.5881,4.4707,4.5147,5.25,4,4,3.6,3.6,13.65,14.14,14.21,13.53,13.65,3.7179,3.7875,3.8187,3.7064,3.7179,4.5147,4.5417,4.5881,4.4707,4.5147,5.25,5.25,4,4,3.6,3.6,-0.79,4.39,119.5712,71.28,2.2
2023/6/9,429.9,429.96,431.99,428.87,85647268,452.9436,39.5,39.675,39.7371,39.35,11621424,67.3278,63.21,63.17,63.625,63.025,8008626,65.98,40.665,40.87,41.07,40.555,38388122,73.6745,33.15,33.08,33.29,33.06,34025387,52.9603,102.4,102.69,102.76,101.73,9870982,156.8963,83.005,82.995,83.855,82.725,14415564,109.2677,73.11,72.98,73.34,72.825,8756867,126.2469,33.195,33.4,33.425,33.175,26633388,75.3348,130.42,130.05,130.87,129.34,10446128,184.2466,37.12,37.34,37.42,36.915,4261823,48.092,80.6,81.01,81.675,80.4075,11579260,106.2858,4298.86,4304.88,4322.62,4291.7,578353328,6704.0416,13.83,13.78,14.14,13.5,13.83,3.7394,3.7141,3.7762,3.7141,3.7394,4.5956,4.5105,4.6125,4.5084,4.5956,5.25,4,4,3.6,3.6,13.83,13.78,14.14,13.5,13.83,3.7394,3.7141,3.7762,3.7141,3.7394,4.5956,4.5105,4.6125,4.5084,4.5956,5.25,5.25,4,4,3.6,3.6,-0.84,4.29,119.4322,70.16,2.2
