Dates,SPY US Equity PX_LAST,SPY US Equity PX_OPEN,SPY US Equity PX_HIGH,SPY US Equity PX_LOW,SPY US Equity PX_VOLUME,SPY US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLB US Equity PX_LAST,XLB US Equity PX_OPEN,XLB US Equity PX_HIGH,XLB US Equity PX_LOW,XLB US Equity PX_VOLUME,XLB US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLC US Equity PX_LAST,XLC US Equity PX_OPEN,XLC US Equity PX_HIGH,XLC US Equity PX_LOW,XLC US Equity PX_VOLUME,XLC US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLE US Equity PX_LAST,XLE US Equity PX_OPEN,XLE US Equity PX_HIGH,XLE US Equity PX_LOW,XLE US Equity PX_VOLUME,XLE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLF US Equity PX_LAST,XLF US Equity PX_OPEN,XLF US Equity PX_HIGH,XLF US Equity PX_LOW,XLF US Equity PX_VOLUME,XLF US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLI US Equity PX_LAST,XLI US Equity PX_OPEN,XLI US Equity PX_HIGH,XLI US Equity PX_LOW,XLI US Equity PX_VOLUME,XLI US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLK US Equity PX_LAST,XLK US Equity PX_OPEN,XLK US Equity PX_HIGH,XLK US Equity PX_LOW,XLK US Equity PX_VOLUME,XLK US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLP US Equity PX_LAST,XLP US Equity PX_OPEN,XLP US Equity PX_HIGH,XLP US Equity PX_LOW,XLP US Equity PX_VOLUME,XLP US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLU US Equity PX_LAST,XLU US Equity PX_OPEN,XLU US Equity PX_HIGH,XLU US Equity PX_LOW,XLU US Equity PX_VOLUME,XLU US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLV US Equity PX_LAST,XLV US Equity PX_OPEN,XLV US Equity PX_HIGH,XLV US Equity PX_LOW,XLV US Equity PX_VOLUME,XLV US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLRE US Equity PX_LAST,XLRE US Equity PX_OPEN,XLRE US Equity PX_HIGH,XLRE US Equity PX_LOW,XLRE US Equity PX_VOLUME,XLRE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLY US Equity PX_LAST,XLY US Equity PX_OPEN,XLY US Equity PX_HIGH,XLY US Equity PX_LOW,XLY US Equity PX_VOLUME,XLY US Equity TOT_RETURN_INDEX_GROSS_DVDS,SPX Index PX_LAST,SPX Index PX_OPEN,SPX Index PX_HIGH,SPX Index PX_LOW,SPX Index PX_VOLUME,SPX Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST,VIX Index PX_OPEN,VIX Index PX_HIGH,VIX Index PX_LOW,VIX Index TOT_RETURN_INDEX_GROSS_DVDS,USGG10YR Index PX_LAST,USGG10YR Index PX_OPEN,USGG10YR Index PX_HIGH,USGG10YR Index PX_LOW,USGG10YR Index TOT_RETURN_INDEX_GROSS_DVDS,USGG2YR Index PX_LAST,USGG2YR Index PX_OPEN,USGG2YR Index PX_HIGH,USGG2YR Index PX_LOW,USGG2YR Index TOT_RETURN_INDEX_GROSS_DVDS,FDTR Index PX_LAST,CPI YOY Index PX_LAST,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS,USURTOT Index PX_LAST,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST.1,VIX Index PX_OPEN.1,VIX Index PX_HIGH.1,VIX Index PX_LOW.1,VIX Index TOT_RETURN_INDEX_GROSS_DVDS.1,USGG10YR Index PX_LAST.1,USGG10YR Index PX_OPEN.1,USGG10YR Index PX_HIGH.1,USGG10YR Index PX_LOW.1,USGG10YR Index TOT_RETURN_INDEX_GROSS_DVDS.1,USGG2YR Index PX_LAST.1,USGG2YR Index PX_OPEN.1,USGG2YR Index PX_HIGH.1,USGG2YR Index PX_LOW.1,USGG2YR Index TOT_RETURN_INDEX_GROSS_DVDS.1,FDTR Index PX_LAST.1,FDTR Index TOT_RETURN_INDEX_GROSS_DVDS,CPI YOY Index PX_LAST.1,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS.1,USURTOT Index PX_LAST.1,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS.1,T10Y2Y Index PX_LAST,BAMLH0A0HYM2 Index PX_LAST,DTWEXBGS Index PX_LAST,DCOILWTICO Index PX_LAST,T10YIE Index PX_LAST
2020/6/5,319.34,317.23,321.275,317.16,150524674,321.3018,29.915,29.935,30.145,29.82,11259946,48.0104,55.51,54.99,55.9,54.98,2784270,56.4923,22.42,21.915,22.6225,21.895,100393392,35.3122,26.24,26.78,26.825,26.15,135859288,39.4644,74.79,75.16,76.21,74.49,19564238,109.3318,50.705,49.755,50.85,49.67,20756304,64.9887,60.42,60.03,60.73,59.86,11502499,96.5881,30.595,30.485,31.18,30.455,44260146,63.3066,103.21,102.21,104.035,101.68,14579765,139.206,37.05,36.87,37.3,36.71,5313699,43.5048,65.625,65.615,65.9944,65.29,11689322,84.4772,3193.93,3163.84,3211.72,3163.84,1015182134,4751.6972,24.52,24.79,25.09,23.54,24.52,0.8951,0.8168,0.9555,0.7969,0.8951,0.2062,0.19,0.2339,0.1861,0.2062,0.25,0.1,0.1,13.2,13.2,24.52,24.79,25.09,23.54,24.52,0.8951,0.8168,0.9555,0.7969,0.8951,0.2062,0.19,0.2339,0.1861,0.2062,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/8,323.2,320.22,323.41,319.63,73641217,325.1855,29.955,30.03,30.1225,29.69,10512930,48.0746,56.55,55.52,56.59,55.37,3215990,57.5507,23.43,23.235,23.44,22.715,95069428,36.903,26.74,26.67,26.795,26.3701,80298387,40.2163,76.29,75.75,76.53,75.72,18906203,111.5245,50.96,50.615,50.98,50.15,16130418,65.3155,61.07,60.43,61.1,60.22,13094203,97.6272,31.415,30.65,31.5125,30.43,31918916,65.0033,103.92,102.8,103.96,102.55,8191341,140.1637,37.86,37.44,37.86,37.38,4384547,44.4559,66.625,66.005,66.65,66.005,7004908,85.7645,3232.39,3199.92,3233.13,3196,804790515,4809.0013,25.81,25.56,25.98,24.65,25.81,0.8752,0.8985,0.9304,0.8602,0.8752,0.2261,0.2101,0.2281,0.2022,0.2261,0.25,0.1,0.1,13.2,13.2,25.81,25.56,25.98,24.65,25.81,0.8752,0.8985,0.9304,0.8602,0.8752,0.2261,0.2101,0.2281,0.2022,0.2261,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/9,320.79,320.3,323.2849,319.36,77479228,322.7607,29.59,29.61,29.785,29.415,12017884,47.4888,56.41,56.25,56.67,56.11,3549179,57.4082,22.55,22.68,22.745,22.2375,87398998,35.517,26.17,26.11,26.4,25.92,92833147,39.3591,74.39,74.9,75,74.061,15074726,108.747,51.2,50.705,51.45,50.66,14707730,65.6231,60.57,60.84,60.93,60.2,13735357,96.8279,30.785,31.13,31.1425,30.445,37284442,63.6997,102.84,103.71,104.2224,102.72,10371107,138.707,37.42,37.31,37.6,36.97,3636116,43.9392,66.105,66.04,66.475,65.62,8689832,85.0951,3207.18,3213.32,3222.71,3193.11,713443262,4771.8264,27.57,25.93,27.7,25.71,27.57,0.8253,0.8702,0.8702,0.8005,0.8253,0.2024,0.2241,0.2261,0.2004,0.2024,0.25,0.1,0.1,13.2,13.2,27.57,25.93,27.7,25.71,27.57,0.8253,0.8702,0.8702,0.8005,0.8253,0.2024,0.2241,0.2261,0.2004,0.2024,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/10,319,321.42,322.39,318.2209,95000766,320.9597,29.255,29.715,29.715,29.135,10384720,46.9512,56.24,56.76,56.8,55.86,2638090,57.2352,21.44,22.34,22.36,21.43,80976904,33.7687,25.19,26.02,26.1597,25.17,110848913,37.8852,72.61,74.04,74.14,72.38,16694249,106.1449,52.055,51.57,52.445,51.475,24389608,66.7189,60.4,60.71,60.88,60.28,9877863,96.5561,30.605,30.785,30.99,30.505,25052520,63.3273,102.68,103.18,103.52,102.23,10519660,138.4912,36.72,37.26,37.43,36.5,3956989,43.1173,65.485,66.365,66.375,65.415,7784460,84.297,3190.14,3213.42,3223.27,3181.49,771297979,4746.4958,27.57,26.73,29.01,26.06,27.57,0.7263,0.8204,0.832,0.723,0.7263,0.1667,0.2044,0.2084,0.1667,0.1667,0.25,0.1,0.1,13.2,13.2,27.57,26.73,29.01,26.06,27.57,0.7263,0.8204,0.832,0.723,0.7263,0.1667,0.2044,0.2084,0.1667,0.1667,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/11,300.61,311.46,312.15,300.01,209243560,302.4567,26.995,28.425,28.51,26.88,58196836,43.3241,53.65,54.96,55.34,53.53,4669205,54.5994,19.42,19.945,20.5215,19.355,96304484,30.5871,23.13,24,24.36,23.09,233116601,34.787,67.51,69.52,70.09,67.41,26054817,98.6895,49.07,51.15,51.225,49.055,39742030,62.8931,58.11,59.75,60.12,58.04,14738743,92.8953,29.41,30.08,30.165,29.195,69420834,60.8546,96.97,101.79,101.98,96.63,39561933,130.7897,34.45,35.33,35.72,34.41,17916012,40.4518,62.055,63.385,64.33,61.905,13735568,79.8817,3002.1,3123.53,3123.53,2999.49,947088300,4467.2669,40.79,30.45,42.58,29.49,40.79,0.669,0.7165,0.728,0.6478,0.669,0.1967,0.1687,0.2046,0.1667,0.1967,0.25,0.1,0.1,13.2,13.2,40.79,30.45,42.58,29.49,40.79,0.669,0.7165,0.728,0.6478,0.669,0.1967,0.1687,0.2046,0.1667,0.1967,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/12,304.21,308.24,309.08,298.6,194678879,306.0788,27.52,27.93,28.045,27,27863744,44.1667,54.12,54.83,55.03,53.11,4944221,55.0777,19.91,20.275,20.42,19.37,85635064,31.3589,23.83,24.06,24.06,23.22,127502925,35.8398,68.82,69.95,70.14,67.14,29161890,100.6045,49.705,50.385,50.635,48.84,43286994,63.7069,58.12,58.91,58.92,57.615,17837453,92.9113,29.335,29.97,30.005,28.975,46405194,60.6994,97.6,99,99.32,95.92,19397191,131.6395,35.54,35.52,35.69,34.66,7645083,41.7317,62.67,63.72,63.94,61.4,11989514,80.6733,3041.31,3071.04,3088.42,2984.47,801367164,4526.95,36.09,37.68,44.16,34.97,36.09,0.7034,0.669,0.7199,0.6625,0.7034,0.193,0.2046,0.2066,0.181,0.193,0.25,0.1,0.1,13.2,13.2,36.09,37.68,44.16,34.97,36.09,0.7034,0.669,0.7199,0.6625,0.7034,0.193,0.2046,0.2066,0.181,0.193,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/15,307.05,298.02,308.28,296.74,135782724,308.9363,27.81,26.795,27.975,26.645,13771334,44.6321,54.99,53.33,55.18,53.24,4114351,55.9631,19.97,19.06,20.175,18.85,65705596,31.4534,24.16,23.01,24.238,22.96,92469468,36.3361,69.5,66.63,69.93,66.36,18116394,101.5986,50.185,48.8,50.41,48.64,29926356,64.3222,58.79,57.58,58.87,57.19,11366695,93.9824,29.535,28.815,29.75,28.5625,33435266,61.1132,97.82,96.14,98.38,95.42,14522109,131.9362,35.99,34.58,36.12,34.53,5147826,42.2601,63.265,61.295,63.465,60.96,9992994,81.4393,3066.59,2993.76,3079.76,2965.66,785779880,4564.7419,34.4,44.09,44.44,34.28,34.4,0.7215,0.7034,0.7215,0.6511,0.7215,0.189,0.183,0.193,0.173,0.189,0.25,0.1,0.1,13.2,13.2,34.4,44.09,44.44,34.28,34.4,0.7215,0.7034,0.7215,0.6511,0.7215,0.189,0.183,0.193,0.173,0.189,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/16,312.96,315.48,315.64,307.67,137627502,314.8826,28.39,28.77,28.895,27.955,19004878,45.5629,55.44,56.09,56.11,54.65,4335558,56.4211,20.545,20.92,20.95,19.96,64093400,32.3591,24.54,25.12,25.12,23.95,108121252,36.9076,70.86,72.41,72.49,69.59,20564174,103.5867,51.255,51.385,51.695,50.46,27937802,65.6936,59.71,59.95,60.02,58.94,10840342,95.4531,29.67,30.25,30.415,29.5075,34226826,61.3926,100.23,100.12,100.87,98.58,13272884,135.1867,36.59,37.1,37.2,35.99,6559294,42.9646,64.595,65.19,65.27,63.295,10166888,83.1513,3124.74,3131,3153.45,3076.06,807726824,4651.3744,33.67,34.28,37.45,31.73,33.67,0.7528,0.7561,0.7826,0.7215,0.7528,0.1992,0.1971,0.2032,0.183,0.1992,0.25,0.1,0.1,13.2,13.2,33.67,34.28,37.45,31.73,33.67,0.7528,0.7561,0.7826,0.7215,0.7528,0.1992,0.1971,0.2032,0.183,0.1992,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/17,311.66,314.07,314.39,310.86,83398944,313.5746,28.155,28.57,28.6,28.075,8050862,45.1858,55.51,55.56,55.93,55.07,2621709,56.4923,19.845,20.465,20.47,19.84,46736058,31.2565,24.17,24.61,24.61,24.13,56320875,36.3511,70.35,71.02,71.155,70.18,9448239,102.8412,51.245,51.545,51.73,51.16,17324252,65.6808,59.62,59.82,60.07,59.44,8388420,95.3092,29.58,29.795,29.8,29.295,24374316,61.2063,100.13,100.73,100.91,99.78,9086302,135.0518,36.16,36.82,36.82,36.15,3553834,42.4597,64.425,64.865,65.085,64.265,6350428,82.9325,3113.49,3136.13,3141.16,3108.03,644978627,4634.6281,33.47,33.28,35.17,32.25,33.47,0.738,0.7611,0.7611,0.7232,0.738,0.1952,0.2012,0.2032,0.1911,0.1952,0.25,0.1,0.1,13.2,13.2,33.47,33.28,35.17,32.25,33.47,0.738,0.7611,0.7611,0.7232,0.738,0.1952,0.2012,0.2032,0.1911,0.1952,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/18,311.78,310.005,312.3,309.51,80828658,313.6953,28.175,28.05,28.335,28,7135222,45.2179,55.69,55.4,55.73,55.27,4696358,56.6755,20.09,19.645,20.3075,19.525,36937868,31.6424,24.14,23.93,24.37,23.8602,61206472,36.306,70.09,69.69,70.72,69.55,8632812,102.4611,51.475,51.15,51.53,51.04,13717188,65.9756,59.93,59.35,59.99,59.2731,6022734,95.8048,29.575,29.395,29.655,29.24,26507620,61.196,99.79,99.56,100.02,99.16,7115232,134.5933,35.71,35.9,35.95,35.54,2260961,41.9313,64.19,64.175,64.535,63.9,5533504,82.63,3115.34,3101.64,3120,3093.51,646183328,4637.5403,32.94,33.83,36.25,32.24,32.94,0.7084,0.7298,0.7298,0.6904,0.7084,0.1933,0.1932,0.1974,0.1872,0.1933,0.25,0.1,0.1,13.2,13.2,32.94,33.83,36.25,32.24,32.94,0.7084,0.7298,0.7298,0.6904,0.7084,0.1933,0.1932,0.1974,0.1872,0.1933,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/19,308.64,314.17,314.38,306.53,135549624,311.9107,28.09,28.645,28.695,27.89,14836996,45.0815,55.54,56.36,56.36,55.13,4740415,56.5228,19.785,20.715,20.72,19.765,53934176,31.162,23.98,24.6,24.61,23.71,99903907,36.0654,69.23,71.13,71.21,68.755,15601474,101.2039,51.12,52.095,52.155,50.875,31279968,65.5206,59.62,60.48,60.67,59.525,10777649,95.3092,28.745,29.81,29.935,28.7,58531500,59.4786,100.75,100.93,101.34,99.71,12176999,135.8881,35.35,36.22,36.25,35.08,5057350,41.5086,63.69,64.995,65.12,63.485,13383902,81.9864,3097.74,3140.29,3155.53,3083.11,2263049332,4612.2076,35.12,32.07,35.12,30.4,35.12,0.6937,0.7068,0.7415,0.6855,0.6937,0.1855,0.1933,0.1956,0.1795,0.1855,0.25,0.1,0.1,13.2,13.2,35.12,32.07,35.12,30.4,35.12,0.6937,0.7068,0.7415,0.6855,0.6937,0.1855,0.1933,0.1956,0.1795,0.1855,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/22,310.62,307.99,311.05,306.75,74649389,313.9116,28.04,27.93,28.155,27.685,6738904,45.2475,55.55,55.38,55.63,55.1862,1995825,56.6466,19.625,19.44,19.69,19.21,38896400,31.3046,23.71,23.68,23.88,23.53,47929500,35.8873,69.04,68.51,69.26,67.94,7931957,101.3739,51.94,51.045,51.985,50.965,14737958,66.7513,58.99,59.1,59.22,58.78,9039672,95.0387,28.785,28.49,28.965,28.225,25906732,60.0536,99.94,99.91,100.0838,98.91,6889370,135.3685,34.98,34.97,35.105,34.51,2525370,41.3917,64.195,63.435,64.25,63.15,5675768,82.827,3117.86,3094.42,3120.92,3079.39,709123735,4642.1672,31.77,35.22,35.39,31.64,31.77,0.7085,0.6921,0.7102,0.6724,0.7085,0.1917,0.1855,0.1937,0.1796,0.1917,0.25,0.1,0.1,13.2,13.2,31.77,35.22,35.39,31.64,31.77,0.7085,0.6921,0.7102,0.6724,0.7085,0.1917,0.1855,0.1937,0.1796,0.1917,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/23,312.05,313.49,314.5,311.6101,68471246,315.3568,28.105,28.46,28.485,28.095,6231956,45.3524,55.91,55.91,56.48,55.71,4896999,57.0137,19.645,19.92,19.97,19.5825,29611662,31.3365,23.82,24.07,24.22,23.8,47218930,36.0538,69.05,69.74,69.83,68.88,8849797,101.3886,52.315,52.405,52.915,52.24,19027988,67.2333,58.9,59.38,59.59,58.84,7950967,94.8937,28.495,29.08,29.115,28.415,25244400,59.4485,100.37,100.63,101.23,100.18,5369897,135.951,34.85,35.31,35.4,34.8,2444934,41.2379,64.7,64.885,65.105,64.505,7347608,83.4785,3131.29,3138.7,3154.9,3127.12,708016503,4662.1895,31.37,31.71,31.71,29.26,31.37,0.7118,0.7118,0.73,0.6773,0.7118,0.1857,0.1917,0.1958,0.1856,0.1857,0.25,0.1,0.1,13.2,13.2,31.37,31.71,31.71,29.26,31.37,0.7118,0.7118,0.73,0.6773,0.7118,0.1857,0.1917,0.1958,0.1856,0.1857,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/24,304.09,309.84,310.51,302.1,132813492,307.3124,27.285,27.805,27.835,27.205,11306196,44.0292,54.65,55.72,55.85,54.15,7736167,55.7288,18.555,19.34,19.345,18.43,64725948,29.5978,22.98,23.51,23.52,22.91,90217541,34.7824,66.65,68.11,68.34,66.48,16922786,97.8646,51.135,52.1,52.39,50.855,25425678,65.7168,57.91,58.6,58.6,57.7,14343242,93.2987,28.235,28.28,28.41,27.895,28538318,58.9061,97.75,99.62,99.82,97.0399,15739714,132.4022,33.96,34.45,34.58,33.26,6262798,40.1847,63.275,64.315,64.545,62.49,11962954,81.6399,3050.33,3114.4,3115.01,3032.13,788986760,4541.6623,33.84,31.05,37.12,30.95,33.84,0.679,0.7135,0.7283,0.6741,0.679,0.1876,0.1876,0.1955,0.1818,0.1876,0.25,0.1,0.1,13.2,13.2,33.84,31.05,37.12,30.95,33.84,0.679,0.7135,0.7283,0.6741,0.679,0.1876,0.1876,0.1955,0.1818,0.1876,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/25,307.35,303.47,307.64,301.28,89467968,310.607,27.625,27.21,27.655,26.965,10509390,44.5779,54.89,54.61,55.01,54.07,4779411,55.9736,18.91,18.38,18.9775,18.285,48034440,30.1641,23.59,22.9,23.64,22.86,110208940,35.7057,67.39,66.21,67.45,65.63,11623662,98.9512,51.79,51.21,51.845,50.655,20534458,66.5585,58.32,57.88,58.39,57.52,12128869,93.9593,27.885,28.175,28.19,27.56,43502612,58.1759,98.71,97.66,98.83,96.84,10506729,133.7025,34.32,33.78,34.34,33.6735,3520096,40.6107,63.36,63.01,63.43,62.385,9769348,81.7496,3083.76,3046.6,3086.25,3024.01,661457084,4591.6769,32.22,36.59,36.93,31.59,32.22,0.6856,0.6708,0.6872,0.6544,0.6856,0.1857,0.1857,0.1876,0.1759,0.1857,0.25,0.1,0.1,13.2,13.2,32.22,36.59,36.93,31.59,32.22,0.6856,0.6708,0.6872,0.6544,0.6856,0.1857,0.1857,0.1876,0.1759,0.1857,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/26,300.05,306.16,306.39,299.42,127961017,303.2296,27.245,27.52,27.57,27.08,16345800,43.9647,52.47,54.56,54.61,52.37,6241409,53.5058,18.255,18.775,18.775,18.1675,67722206,29.1193,22.58,23.19,23.26,22.52,123959144,34.1769,66.14,67.12,67.37,65.85,21429906,97.1158,50.77,51.69,51.765,50.615,44275536,65.2477,57.13,58.3,58.46,57.08,14476538,92.0421,27.59,27.845,28.16,27.405,57463416,57.5605,97.51,98.53,98.78,97.04,16631435,132.0771,33.73,34.22,34.39,33.65,4398864,39.9126,61.875,63.34,63.475,61.77,11497010,79.8336,3009.05,3073.2,3073.73,3004.63,1537463295,4480.4876,34.73,33.01,36.25,31.04,34.73,0.6413,0.679,0.6839,0.6299,0.6413,0.1661,0.1837,0.1857,0.1622,0.1661,0.25,0.1,0.1,13.2,13.2,34.73,33.01,36.25,31.04,34.73,0.6413,0.679,0.6839,0.6299,0.6413,0.1661,0.1837,0.1857,0.1622,0.1661,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/29,304.46,301.41,304.61,298.93,79773260,307.6864,27.775,27.475,27.895,27.41,9878148,44.8199,53.44,52.18,53.44,51.925,3508384,54.4949,18.5,18.3,18.66,18.2175,38905630,29.5101,22.83,22.82,22.98,22.63,69107072,34.5553,68.31,67.12,68.31,66.69,10864777,100.3021,51.325,50.765,51.33,50.155,18547202,65.9609,58.21,57.5,58.32,57.45,9654292,93.782,28.11,27.81,28.125,27.515,29731394,58.6453,98.39,98.28,98.57,97.515,7490228,133.2691,34.31,34.01,34.31,33.63,4052672,40.5989,63.05,62.15,63.1,61.465,7822660,81.3496,3053.24,3018.59,3053.89,2999.74,612981450,4546.8455,31.78,35.05,36.31,31.78,31.78,0.6234,0.6299,0.6544,0.6201,0.6234,0.1485,0.1622,0.1681,0.1485,0.1485,0.25,0.1,0.1,13.2,13.2,31.78,35.05,36.31,31.78,31.78,0.6234,0.6299,0.6544,0.6201,0.6234,0.1485,0.1622,0.1681,0.1485,0.1485,0.25,0.25,0.1,0.1,13.2,13.2,,,,,
2020/6/30,308.36,303.99,310.2,303.82,113394772,311.6277,28.175,27.68,28.34,27.6,7877766,45.4654,54.04,53.42,54.2,53.17,2815900,55.1068,18.925,18.35,19.035,18.1575,41886872,30.188,23.14,22.71,23.3,22.69,60653071,35.0245,68.7,67.79,69.09,67.59,8868517,100.8747,52.245,51.33,52.455,51.26,16499918,67.1433,58.64,58.22,58.855,58.13,7379844,94.4748,28.215,28.115,28.3675,27.9475,33744228,58.8644,100.07,98.42,100.6,98.13,9182991,135.5446,34.81,34.38,34.98,34.29,3640581,41.1905,63.855,63,64.1475,62.8065,6729876,82.3883,3100.29,3050.2,3111.51,3047.83,803385927,4617.2816,30.43,32.54,32.94,29.56,30.43,0.6561,0.6283,0.6627,0.6168,0.6561,0.1485,0.1504,0.1544,0.1407,0.1485,0.25,0.6,0.6,11,11,30.43,32.54,32.94,29.56,30.43,0.6561,0.6283,0.6627,0.6168,0.6561,0.1485,0.1504,0.1544,0.1407,0.1485,0.25,0.25,0.6,0.6,11,11,,,,,
2020/7/1,310.52,309.57,311.89,309.07,72396542,313.8106,28.235,28.205,28.33,27.85,16292166,45.5622,55.38,54.22,55.59,54.18,5156578,56.4732,18.465,19,19.255,18.44,49146830,29.4542,22.94,23.24,23.35,22.87,60500278,34.7218,68.39,69.38,69.935,68.325,9789179,100.4195,52.33,52.28,52.635,52.04,21709138,67.2525,58.69,58.75,59.055,58.655,7261597,94.5554,28.875,28.24,29,28.19,39777700,60.2413,100.84,100.54,101.26,99.91,10933146,136.5876,35.76,34.95,35.87,34.8749,5182469,42.3147,64.5,63.945,64.765,63.895,11172814,83.2205,3115.86,3105.92,3128.44,3101.17,611490959,4640.6084,28.62,30.96,31.76,28.2,28.62,0.6758,0.6577,0.7005,0.6561,0.6758,0.1603,0.1485,0.1662,0.1485,0.1603,0.25,0.6,0.6,11,11,28.62,30.96,31.76,28.2,28.62,0.6758,0.6577,0.7005,0.6561,0.6758,0.1603,0.1485,0.1662,0.1485,0.1603,0.25,0.25,0.6,0.6,11,11,,,,,
2020/7/2,312.23,314.24,315.7,311.51,69344217,315.5387,28.765,28.63,29,28.57,16066208,46.4175,55.2,55.88,55.97,55.12,2252755,56.2897,18.67,18.845,19.105,18.6286,41558338,29.7812,22.97,23.45,23.53,22.915,50841858,34.7672,68.98,69.49,69.995,68.81,8280163,101.2858,52.635,52.825,53.11,52.525,19144662,67.6445,58.99,59.18,59.5708,58.87,6857203,95.0387,28.95,29.08,29.26,28.875,24295258,60.3978,101.6,101.73,102.18,101.375,6502376,137.617,35.64,36.29,36.32,35.51,2586002,42.1727,64.755,65.47,65.825,64.59,7328518,83.5495,3130.01,3143.64,3165.81,3124.52,587877738,4662.6955,27.68,28.33,28.44,25.9,27.68,0.6693,0.6774,0.7105,0.6627,0.6693,0.1526,0.1603,0.1684,0.1506,0.1526,0.25,0.6,0.6,11,11,27.68,28.33,28.44,25.9,27.68,0.6693,0.6774,0.7105,0.6627,0.6693,0.1526,0.1603,0.1684,0.1506,0.1526,0.25,0.25,0.6,0.6,11,11,,,,,
2020/7/6,317.05,316.37,317.68,315.56,61713828,320.4098,29.175,29.31,29.34,28.8,15728334,47.0791,56.31,55.82,56.39,55.65,2082200,57.4216,18.725,19,19.135,18.49,45084342,29.869,23.41,23.48,23.66,23.28,60271743,35.4332,69.97,70.05,70.34,69.4587,10815524,102.7395,53.555,53.315,53.805,53.285,16046258,68.8269,59.28,59.44,59.58,58.95,10091331,95.5059,28.595,29.055,29.245,28.36,30775302,59.6572,102.63,102.77,103.22,102.14,6374838,139.0121,35.68,36.25,36.36,35.613,3206283,42.22,66.29,65.72,66.32,65.555,7115898,85.53,3179.72,3155.29,3182.59,3155.29,620412540,4736.7741,27.94,27.76,28.33,24.92,27.94,0.6759,0.6726,0.7105,0.6726,0.6759,0.1566,0.1526,0.1625,0.1506,0.1566,0.25,0.6,0.6,11,11,27.94,27.76,28.33,24.92,27.94,0.6759,0.6726,0.7105,0.6726,0.6759,0.1566,0.1526,0.1625,0.1506,0.1566,0.25,0.25,0.6,0.6,11,11,,,,,
2020/7/7,313.78,315.38,317.52,313.37,82909963,317.1051,29.185,28.965,29.2675,28.945,14897618,47.0952,56.15,56.17,56.98,56.0737,2392342,57.2584,18.13,18.49,18.515,18.1,41821820,28.9199,22.93,23.22,23.225,22.87,43810905,34.7067,68.63,69.29,69.59,68.55,6111978,100.7719,52.995,53.495,54.035,52.94,15863566,68.1072,59.82,58.96,60.145,58.92,8160996,96.3759,28.48,28.28,28.5858,28.145,22681818,59.4172,101.74,101.88,102.97,101.6,5913221,137.8066,35.1,35.38,35.53,35.09,2668635,41.5337,65.25,65.98,66.19,65.14,6893262,84.1882,3145.32,3166.44,3184.15,3142.93,574607294,4685.5521,29.43,28.77,29.63,27.25,29.43,0.6397,0.6742,0.689,0.6315,0.6397,0.1567,0.1566,0.1626,0.1507,0.1567,0.25,0.6,0.6,11,11,29.43,28.77,29.63,27.25,29.43,0.6397,0.6742,0.689,0.6315,0.6397,0.1567,0.1566,0.1626,0.1507,0.1567,0.25,0.25,0.6,0.6,11,11,,,,,
