Dates,XLB US Equity PX_LAST,XLB US Equity PX_OPEN,XLB US Equity PX_HIGH,XLB US Equity PX_LOW,XLB US Equity PX_VOLUME,XLB US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLC US Equity PX_LAST,XLC US Equity PX_OPEN,XLC US Equity PX_HIGH,XLC US Equity PX_LOW,XLC US Equity PX_VOLUME,XLC US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLE US Equity PX_LAST,XLE US Equity PX_OPEN,XLE US Equity PX_HIGH,XLE US Equity PX_LOW,XLE US Equity PX_VOLUME,XLE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLF US Equity PX_LAST,XLF US Equity PX_OPEN,XLF US Equity PX_HIGH,XLF US Equity PX_LOW,XLF US Equity PX_VOLUME,XLF US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLI US Equity PX_LAST,XLI US Equity PX_OPEN,XLI US Equity PX_HIGH,XLI US Equity PX_LOW,XLI US Equity PX_VOLUME,XLI US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLK US Equity PX_LAST,XLK US Equity PX_OPEN,XLK US Equity PX_HIGH,XLK US Equity PX_LOW,XLK US Equity PX_VOLUME,XLK US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLP US Equity PX_LAST,XLP US Equity PX_OPEN,XLP US Equity PX_HIGH,XLP US Equity PX_LOW,XLP US Equity PX_VOLUME,XLP US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLU US Equity PX_LAST,XLU US Equity PX_OPEN,XLU US Equity PX_HIGH,XLU US Equity PX_LOW,XLU US Equity PX_VOLUME,XLU US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLV US Equity PX_LAST,XLV US Equity PX_OPEN,XLV US Equity PX_HIGH,XLV US Equity PX_LOW,XLV US Equity PX_VOLUME,XLV US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLRE US Equity PX_LAST,XLRE US Equity PX_OPEN,XLRE US Equity PX_HIGH,XLRE US Equity PX_LOW,XLRE US Equity PX_VOLUME,XLRE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLY US Equity PX_LAST,XLY US Equity PX_OPEN,XLY US Equity PX_HIGH,XLY US Equity PX_LOW,XLY US Equity PX_VOLUME,XLY US Equity TOT_RETURN_INDEX_GROSS_DVDS,SPX Index PX_LAST,SPX Index PX_OPEN,SPX Index PX_HIGH,SPX Index PX_LOW,SPX Index PX_VOLUME,SPX Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST,VIX Index PX_OPEN,VIX Index PX_HIGH,VIX Index PX_LOW,VIX Index TOT_RETURN_INDEX_GROSS_DVDS,USGG10YR Index PX_LAST,USGG11YR Index PX_OPEN,USGG12YR Index PX_HIGH,USGG13YR Index PX_LOW,USGG14YR Index TOT_RETURN_INDEX_GROSS_DVDS,USGG2YR Index PX_LAST,USGG3YR Index PX_OPEN,USGG4YR Index PX_HIGH,USGG5YR Index PX_LOW,USGG6YR Index TOT_RETURN_INDEX_GROSS_DVDS,FDTR Index PX_LAST,CPI YOY Index PX_LAST,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS,USURTOT Index PX_LAST,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST,VIX Index PX_OPEN,VIX Index PX_HIGH,VIX Index PX_LOW,VIX Index TOT_RETURN_INDEX_GROSS_DVDS,USGG10YR Index PX_LAST,USGG11YR Index PX_OPEN,USGG12YR Index PX_HIGH,USGG13YR Index PX_LOW,USGG14YR Index TOT_RETURN_INDEX_GROSS_DVDS,USGG2YR Index PX_LAST,USGG3YR Index PX_OPEN,USGG4YR Index PX_HIGH,USGG5YR Index PX_LOW,USGG6YR Index TOT_RETURN_INDEX_GROSS_DVDS,FDTR Index PX_LAST,FDTR Index TOT_RETURN_INDEX_GROSS_DVDS,CPI YOY Index PX_LAST,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS,USURTOT Index PX_LAST,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS
2022/12/19,38.775,39.21,39.435,38.59,6459916,65.8113,46.81,47.69,47.79,46.68,5688212,48.7291,41.745,42.19,42.325,41.44,36836610,74.8648,33.4,33.4,33.74,33.19,37456785,53.0998,97.12,97.37,98.27,96.65,8814778,148.2064,62.71,63.565,63.665,62.295,14276568,82.3704,74.28,74.31,74.935,73.84,8093914,127.6626,34.815,34.775,35.15,34.59,19664570,78.438,134.47,134.93,135.18,133.86,6801724,189.2391,36.64,37,37.05,36.42,4543875,47.1384,65.7,66.76,66.9,65.44,8675820,86.3749,3817.66,3853.79,3854.86,3800.04,666048676,5906.2818,22.42,22.63,22.86,21.61,22.42,3.5846,3.5059,3.5993,3.4932,3.5846,4.2557,4.2077,4.2641,4.1651,4.2557,4.5,7.1,7.1,3.6,3.6,22.42,22.63,22.86,21.61,22.42,3.5846,3.5059,3.5993,3.4932,3.5846,4.2557,4.2077,4.2641,4.1651,4.2557,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/20,39.03,38.845,39.2575,38.83,5641886,66.2441,47.13,46.63,47.23,46.475,5743839,49.0622,42.375,41.875,42.645,41.7125,28593014,75.9946,33.54,33.53,33.77,33.4113,45446449,53.3223,97.24,96.91,97.87,96.8,9294162,148.3896,62.805,62.38,63.125,62.0775,12622074,82.4951,74.22,74.15,74.51,73.81,7368975,127.5595,34.825,34.795,35.015,34.57,15964072,78.4605,134.44,134.52,134.96,133.71,4815535,189.1968,36.56,36.46,36.78,36.12,4333963,47.0355,64.935,65.295,65.84,64.845,7710692,85.3691,3821.62,3810.47,3838.24,3795.62,605329585,5912.6266,21.48,23.17,23.39,21.35,21.48,3.6825,3.5938,3.7068,3.5791,3.6825,4.2532,4.2578,4.3102,4.2388,4.2532,4.5,7.1,7.1,3.6,3.6,21.48,23.17,23.39,21.35,21.48,3.6825,3.5938,3.7068,3.5791,3.6825,4.2532,4.2578,4.3102,4.2388,4.2532,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/21,39.37,39.235,39.5325,39.14,5755490,66.8212,47.75,47.3,47.98,47.13,5863252,49.7076,43.18,43.24,43.375,42.605,34058226,77.4383,34.06,33.86,34.16,33.84,31318106,54.149,99.07,98.38,99.2399,98.05,8220939,151.1822,63.845,63.095,64.1425,62.94,14670552,83.8612,74.96,74.58,75.25,74.53,7953290,128.8313,35.31,35.035,35.3225,34.92,16484728,79.5532,136.21,135.26,136.63,134.84,5937459,191.6878,36.93,36.888,37.31,36.76,4082570,47.5115,65.97,65.725,66.335,65.475,10670224,86.7298,3878.44,3839.49,3889.82,3839.49,578914467,6001.3757,20.07,21.25,21.29,19.94,20.07,3.662,3.6974,3.716,3.6194,3.662,4.2127,4.2595,4.2764,4.1958,4.2127,4.5,7.1,7.1,3.6,3.6,20.07,21.25,21.29,19.94,20.07,3.662,3.6974,3.716,3.6194,3.662,4.2127,4.2595,4.2764,4.1958,4.2127,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/22,38.99,39.09,39.09,38.33,6631166,66.1763,47.34,47.26,47.37,46.48,4384277,49.2808,42.185,43.225,43.25,41.34,37359328,75.6539,33.76,33.84,33.87,33.21,25608721,53.6721,97.81,98.39,98.47,96.3,11024801,149.2594,62.235,63.045,63.1125,61.1775,15324906,81.7464,74.79,74.69,74.825,73.96,6888351,128.5391,35.095,35.255,35.255,34.515,14103904,79.0688,136.02,135.45,136.06,134.26,5483301,191.4204,36.75,36.6,36.83,36.095,4206160,47.2799,64.275,65.225,65.27,63.315,12897212,84.5014,3822.39,3853.26,3853.26,3764.49,619178091,5914.6457,21.97,20.08,24.3,20.01,21.97,3.6786,3.662,3.6878,3.6267,3.6786,4.2714,4.2127,4.2778,4.1847,4.2714,4.5,7.1,7.1,3.6,3.6,21.97,20.08,24.3,20.01,21.97,3.6786,3.662,3.6878,3.6267,3.6786,4.2714,4.2127,4.2778,4.1847,4.2714,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/23,39.26,38.99,39.27,38.775,6202348,66.6345,47.8,47.15,47.82,47.06,3845538,49.7597,43.53,42.745,43.54,42.525,29629920,78.066,33.95,33.74,34,33.57,17116166,53.9742,98.39,97.8,98.53,97.37,6142448,150.1445,62.3,61.79,62.36,61.3338,8231592,81.8318,75.18,74.83,75.23,74.58,4874660,129.2094,35.455,35.03,35.4775,35.025,11349494,79.8799,136.1,135.89,136.23,135.095,3766896,191.533,37.08,36.63,37.1,36.475,3935110,47.7045,64.715,64.105,64.895,63.67,6551278,85.0799,3844.82,3815.11,3845.8,3797.01,407580902,5949.5238,20.87,22.17,22.64,20.78,20.87,3.7472,3.6804,3.749,3.6725,3.7472,4.3211,4.2757,4.3253,4.2551,4.3211,4.5,7.1,7.1,3.6,3.6,20.87,22.17,22.64,20.78,20.87,3.7472,3.6804,3.749,3.6725,3.7472,4.3211,4.2757,4.3253,4.2551,4.3211,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/27,39.295,39.355,39.555,39.125,4868544,66.6939,47.37,47.65,47.75,47.06,3905716,49.3121,43.995,43.72,44.18,43.56,32749278,78.8999,33.94,34.02,34.105,33.795,25601078,53.9583,98.69,98.54,99.18,98.16,5213773,150.6023,61.71,62.085,62.195,61.345,9530210,81.0568,75.54,75.28,75.69,75.12,4839729,129.8281,35.675,35.535,35.75,35.31,12211302,80.3756,135.75,136.36,136.47,135.21,7050478,191.0404,37.05,37.1,37.1878,36.72,4259721,47.6659,63.665,64.415,64.535,63.6251,8536192,83.6995,3829.25,3843.34,3846.65,3813.22,449987371,5925.603,21.65,21.67,22.8,21.59,21.65,3.8411,3.7397,3.8581,3.7247,3.8411,4.3741,4.3275,4.4361,4.3211,4.3741,4.5,7.1,7.1,3.6,3.6,21.65,21.67,22.8,21.59,21.65,3.8411,3.7397,3.8581,3.7247,3.8411,4.3741,4.3275,4.4361,4.3211,4.3741,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/28,38.695,39.285,39.435,38.665,5046450,65.6756,46.68,47.2,47.625,46.67,6047789,48.5938,43.01,43.935,43.935,42.875,31837948,77.1334,33.82,34,34.09,33.78,24395063,53.7675,97.4,98.87,99.1,97.38,6803903,148.6337,60.715,61.56,62.135,60.645,10362964,79.7499,74.6,75.76,75.86,74.595,5028990,128.2126,35.335,35.755,35.905,35.2775,14431324,79.6096,134.87,136.2,136.86,134.82,5054288,189.802,36.46,37.14,37.34,36.425,4730881,46.9068,63.13,63.695,64.315,63,10073734,82.9961,3783.22,3829.56,3848.32,3780.78,438066309,5854.4229,22.14,21.47,22.26,20.96,22.14,3.8827,3.8392,3.8903,3.8033,3.8827,4.3512,4.3284,4.3636,4.3243,4.3512,4.5,7.1,7.1,3.6,3.6,22.14,21.47,22.26,20.96,22.14,3.8827,3.8392,3.8903,3.8033,3.8827,4.3512,4.3284,4.3636,4.3243,4.3512,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/29,39.115,38.91,39.2775,38.91,6446122,66.3884,47.97,47.11,48.155,47.02,3466928,49.9366,43.46,42.83,43.655,42.81,26915814,77.9405,34.29,34,34.35,33.92,26624198,54.5147,98.6,97.85,98.9,97.77,8308994,150.4649,62.305,61.31,62.515,61.3025,10954286,81.8384,74.92,74.9,75.19,74.7801,5574893,128.7625,35.59,35.51,35.7878,35.485,11555294,80.1841,136.34,135.71,137.045,135.4,6297337,191.8707,37.27,36.721,37.365,36.62,4143152,47.9489,64.755,64.035,64.9,63.785,7492206,85.1325,3849.28,3805.45,3858.19,3805.45,466689122,5957.4156,21.44,22.25,22.31,21.36,21.44,3.8145,3.8713,3.8845,3.8126,3.8145,4.3615,4.347,4.3822,4.3346,4.3615,4.5,7.1,7.1,3.6,3.6,21.44,22.25,22.31,21.36,21.44,3.8145,3.8713,3.8845,3.8126,3.8145,4.3615,4.347,4.3822,4.3346,4.3615,4.5,4.5,7.1,7.1,3.6,3.6
2022/12/30,38.84,38.83,38.975,38.5125,5818862,65.9217,47.99,47.38,48,47.22,4828551,49.9575,43.735,43.23,43.82,43.225,22661828,78.4336,34.2,34.04,34.265,33.92,24735712,54.3716,98.21,98.01,98.395,97.285,6874386,149.8698,62.22,61.66,62.255,61.275,8905870,81.7267,74.55,74.77,74.83,74.0101,6249894,128.1266,35.25,35.555,35.615,34.92,14700214,79.4181,135.85,135.88,136.02,134.47,6369600,191.1811,36.93,37.04,37.18,36.53,5087853,47.5115,64.58,64.115,64.595,63.84,7531112,84.9024,3839.5,3829.06,3839.85,3800.34,511646744,5942.6493,21.67,21.83,22.4,21.59,21.67,3.8748,3.8202,3.9033,3.8145,3.8748,4.4258,4.3657,4.4424,4.3657,4.4258,4.5,7.1,7.1,3.6,3.6,21.67,21.83,22.4,21.59,21.67,3.8748,3.8202,3.9033,3.8145,3.8748,4.4258,4.3657,4.4424,4.3657,4.4258,4.5,4.5,7.1,7.1,3.6,3.6
2023/1/3,38.8,38.905,39.16,38.445,10684020,65.8538,48.61,48.58,49.05,48.15,8578066,50.6029,42.2,43.46,43.68,41.675,53082832,75.6808,34.32,34.45,34.69,34.07,37396480,54.5624,98.42,98.78,98.94,97.51,11407708,150.1903,61.63,62.885,63.3,61.19,15196140,80.9518,74.27,74.59,74.62,73.52,14433360,127.6454,35.25,35.35,35.47,34.7686,25774238,79.4181,135.46,135.96,136.33,134.43,7239269,190.6323,37.07,37.23,37.56,36.61,7060342,47.6916,64.195,64.965,65.15,63.415,9567262,84.3962,3824.14,3853.29,3878.46,3794.33,661196995,5919.091,22.9,23.09,23.76,22.73,22.9,3.7389,3.8104,3.8274,3.7202,3.7389,4.3699,4.3844,4.4156,4.3388,4.3699,4.5,6.5,6.5,3.5,3.5,22.9,23.09,23.76,22.73,22.9,3.7389,3.8104,3.8274,3.7202,3.7389,4.3699,4.3844,4.4156,4.3388,4.3699,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/4,39.475,38.995,39.5825,38.9725,9742300,66.9994,49.52,49.28,49.83,48.8,5837371,51.5502,42.195,41.575,42.4401,41.415,45705150,75.6718,34.87,34.67,35.12,34.57,44669324,55.4368,99.29,98.74,99.61,98.52,12235998,151.5179,61.79,61.95,62.185,61.11,11813004,81.1619,74.56,74.48,75.02,74.09,12197256,128.1438,35.57,35.41,35.8875,35.3525,20872698,80.139,135.82,136.22,136.57,134.94,8469936,191.1389,37.92,37.4,38.26,37.27,7586940,48.7852,65.125,64.795,65.605,63.9787,8079680,85.6189,3852.97,3840.36,3873.16,3815.77,721505963,5964.017,22.01,22.93,23.27,21.94,22.01,3.6827,3.752,3.7614,3.6622,3.6827,4.3534,4.3782,4.3887,4.3139,4.3534,4.5,6.5,6.5,3.5,3.5,22.01,22.93,23.27,21.94,22.01,3.6827,3.752,3.7614,3.6622,3.6827,4.3534,4.3782,4.3887,4.3139,4.3534,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/5,38.85,38.86,39.07,38.57,8212638,65.9386,49.59,49.43,49.915,49.05,5407704,51.6231,42.965,42.125,43.2,42.005,38723704,77.0527,34.61,34.75,34.75,34.37,45585748,55.0234,98.22,98.73,98.96,97.95,9649569,149.8851,60.59,61.48,61.64,60.485,11341030,79.5857,73.81,74.42,74.485,73.66,9848196,126.8548,34.8,35.3,35.435,34.6925,19572860,78.4042,134.43,134.92,135.25,133.895,6714235,189.1828,36.81,37.62,37.62,36.75,6581089,47.3571,64.52,64.67,64.95,64.085,7776380,84.8235,3808.1,3839.74,3839.74,3802.42,632401697,5895.4987,22.46,22.2,22.92,21.97,22.46,3.7181,3.6939,3.7801,3.6808,3.7181,4.4576,4.3534,4.493,4.3534,4.4576,4.5,6.5,6.5,3.5,3.5,22.46,22.2,22.92,21.97,22.46,3.7181,3.6939,3.7801,3.6808,3.7181,4.4576,4.3534,4.493,4.3534,4.4576,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/6,40.185,39.21,40.275,39.21,8729182,68.2045,50.4,50.05,50.535,49.35,4578619,52.4663,43.78,43.52,44.315,43.41,44422378,78.5143,35.38,34.84,35.49,34.6,41229683,56.2476,100.91,99.21,101.1898,99.03,16270435,153.99,62.365,61.125,62.645,60.405,13825480,81.9172,75.78,74.76,76.075,74.7,9982384,130.2406,35.5,35.195,35.67,35.145,19620574,79.9813,135.67,135.33,136.04,133.61,7175745,190.9278,37.88,37.11,38.01,36.83,6329647,48.7337,66.035,64.34,66.29,63.8825,9239730,86.8153,3895.08,3823.37,3906.19,3809.56,662209787,6030.281,21.13,22.69,22.9,21,21.13,3.558,3.7219,3.7497,3.5488,3.558,4.2474,4.4555,4.498,4.2432,4.2474,4.5,6.5,6.5,3.5,3.5,21.13,22.69,22.9,21,21.13,3.558,3.7219,3.7497,3.5488,3.558,4.2474,4.4555,4.498,4.2432,4.2474,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/9,40.44,40.515,40.98,40.305,16791438,68.6373,50.48,50.62,51.1,50.43,6430066,52.5496,43.625,44.44,44.51,43.4825,46003220,78.2364,35.25,35.5,35.7,35.16,48726649,56.0409,100.46,101.16,102.065,100.325,12846692,153.3033,63.09,62.925,64.2375,62.905,21427266,82.8695,75.04,75.73,76.245,75.04,11081840,128.9688,35.74,35.495,36.01,35.39,23438720,80.522,133.4,135.81,135.85,133.215,7719462,187.7333,37.86,38.06,38.31,37.73,3965627,48.708,66.435,66.835,67.5125,66.385,9387770,87.3411,3892.09,3910.82,3950.57,3890.42,668427994,6026.7757,21.97,21.75,21.98,21.27,21.97,3.5321,3.5671,3.606,3.5064,3.5321,4.2077,4.2494,4.289,4.1827,4.2077,4.5,6.5,6.5,3.5,3.5,21.97,21.75,21.98,21.27,21.97,3.5321,3.5671,3.606,3.5064,3.5321,4.2077,4.2494,4.289,4.1827,4.2077,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/10,40.845,40.455,40.8725,40.23,8048974,69.3247,51.24,50.07,51.245,50.022,8684913,53.3407,43.935,43.91,44.025,43.245,31599002,78.7923,35.45,35.19,35.48,35.0742,34663664,56.3589,101.01,100.13,101.07,100.07,9166198,154.1426,63.48,62.935,63.58,62.6,17209054,83.3818,74.94,75.13,75.245,74.69,8427855,128.7969,35.75,35.645,35.77,35.33,17214952,80.5445,134.52,133.35,134.725,133.15,7675320,189.3094,37.97,37.8,37.99,37.47,5196657,48.8495,67.27,66.47,67.28,66.11,8830716,88.4389,3919.25,3888.57,3919.83,3877.29,551554241,6068.8321,20.58,22.22,22.46,20.58,20.58,3.6188,3.5302,3.6374,3.5174,3.6188,4.2472,4.2035,4.2786,4.1973,4.2472,4.5,6.5,6.5,3.5,3.5,20.58,22.22,22.46,20.58,20.58,3.6188,3.5302,3.6374,3.5174,3.6188,4.2472,4.2035,4.2786,4.1973,4.2472,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/11,41.485,41.275,41.505,41.03,9845730,70.4109,51.61,51.35,51.62,51.08,4098604,53.7259,44.07,44.32,44.43,43.5925,32902984,79.0344,35.78,35.54,35.78,35.47,32014710,56.8835,101.98,101.6,102,101.035,7395403,155.6229,64.58,63.68,64.58,63.485,13757972,84.8266,74.98,75.19,75.405,74.3214,9848317,128.8656,36.04,35.75,36.09,35.745,21371844,81.1979,135.28,134.61,135.3,133.99,7307184,190.379,39.35,38.21,39.36,38.21,4733069,50.6249,69.085,67.845,69.09,67.785,12708064,90.8251,3969.61,3932.35,3970.07,3928.54,640790420,6146.9435,21.09,20.8,21.25,20.62,21.09,3.5392,3.604,3.6114,3.5263,3.5392,4.2179,4.241,4.2639,4.2054,4.2179,4.5,6.5,6.5,3.5,3.5,21.09,20.8,21.25,20.62,21.09,3.5392,3.604,3.6114,3.5263,3.5392,4.2179,4.241,4.2639,4.2054,4.2179,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/12,41.64,41.58,41.76,41.165,7787598,70.674,52.18,51.75,52.35,51.15,4193903,54.3192,44.91,44.335,45.2,44.25,36716070,80.5409,35.85,35.9,36.06,35.62,56642385,56.9948,102.58,102.35,102.98,101.49,9883217,156.5385,65.06,64.68,65.355,63.89,15358670,85.4571,74.39,75.14,75.15,74.21,9841291,127.8516,35.795,36.085,36.135,35.765,25797756,80.6459,134.85,134.99,135.41,133.54,7580538,189.7738,39.79,39.44,39.87,39.06,5102349,51.191,69.2,69.515,69.595,68.09,9572678,90.9763,3983.17,3977.57,3997.76,3937.56,632425453,6168.6681,18.83,21.56,21.8,18.83,18.83,3.44,3.5465,3.5815,3.4199,3.44,4.1447,4.2221,4.3079,4.105,4.1447,4.5,6.5,6.5,3.5,3.5,18.83,21.56,21.8,18.83,18.83,3.44,3.5465,3.5815,3.4199,3.44,4.1447,4.2221,4.3079,4.105,4.1447,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/13,41.895,41.4,41.9775,41.365,6965136,71.1068,52.35,51.85,52.43,51.7548,3712363,54.4962,44.975,44.875,45.0827,44.4,31808318,80.6574,36.12,35.39,36.17,35.26,65920861,57.424,102.46,101.71,102.54,101.45,14206882,156.3554,65.245,64.445,65.3399,64.295,10153164,85.7001,74.74,74.19,74.76,74.14,9274343,128.4532,35.665,35.645,35.785,35.4,23793586,80.353,135.45,134.11,135.86,134.05,6334065,190.6182,39.56,39.34,39.72,39.25,3795956,50.8951,69.85,68.13,69.915,68.0365,7969462,91.8308,3999.09,3960.6,4003.95,3947.67,573948029,6193.5395,18.35,19,19.41,18.01,18.35,3.5035,3.4418,3.5127,3.4156,3.5035,4.2321,4.1342,4.2385,4.1061,4.2321,4.5,6.5,6.5,3.5,3.5,18.35,19,19.41,18.01,18.35,3.5035,3.4418,3.5127,3.4156,3.5035,4.2321,4.1342,4.2385,4.1061,4.2321,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/17,41.475,41.965,42.045,41.4325,6943124,70.394,51.86,52.22,52.28,51.54,3529873,53.9861,45.07,45.08,45.54,44.885,33933198,80.8278,35.88,36.03,36.05,35.77,65345169,57.0425,101.59,102.4,102.54,101.48,9275086,155.0277,65.54,65.155,65.925,65.075,10425718,86.0876,74.79,74.86,75.42,74.68,9007022,128.5391,35.615,35.69,35.945,35.555,19530468,80.2404,134.82,135.38,135.6121,134.64,6664139,189.7316,39.57,39.58,39.825,39.47,5463216,50.9079,69.9,70.055,70.46,69.7,7499778,91.8965,3990.97,3999.28,4015.39,3984.57,678250927,6180.9776,19.36,19.89,20.22,19.21,19.36,3.5476,3.5035,3.5809,3.4923,3.5476,4.2047,4.2364,4.2616,4.1731,4.2047,4.5,6.5,6.5,3.5,3.5,19.36,19.89,20.22,19.21,19.36,3.5476,3.5035,3.5809,3.4923,3.5476,4.2047,4.2364,4.2616,4.1731,4.2047,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/18,40.89,41.855,41.915,40.87,9445096,69.4011,51.23,52.01,52.17,51.0812,5930257,53.3303,44.245,45.28,45.785,44.2,38075292,79.3483,35.21,35.68,35.9,35.18,53693044,55.9773,99.68,101.94,102.165,99.62,15025986,152.113,64.695,65.91,66.26,64.655,13935922,84.9777,72.75,74.61,74.66,72.64,16069923,125.033,34.76,35.77,35.77,34.715,29020468,78.3141,132.92,134.82,135.17,132.795,10629147,187.0578,38.96,39.78,39.82,38.9038,7466655,50.1232,68.99,70.61,71.015,68.96,9596998,90.7002,3928.86,4002.25,4014.16,3926.59,673911697,6084.7854,20.34,19.28,20.58,18.71,20.34,3.3698,3.5439,3.5587,3.3662,3.3698,4.0825,4.1963,4.2131,4.0678,4.0825,4.5,6.5,6.5,3.5,3.5,20.34,19.28,20.58,18.71,20.34,3.3698,3.5439,3.5587,3.3662,3.3698,4.0825,4.1963,4.2131,4.0678,4.0825,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/19,40.575,40.58,40.745,40.2563,8159780,68.8664,51.49,50.97,51.755,50.8,7387450,53.601,44.795,43.99,44.975,43.895,34293724,80.3346,34.8,34.78,34.98,34.56,61169520,55.3255,97.63,99.07,99.32,97.62,17155790,148.9847,63.94,64.19,64.55,63.705,14645026,83.986,72.06,72.46,72.79,72.035,12421545,123.8471,34.41,34.745,34.78,34.325,28393950,77.5255,133.24,132.53,133.77,132.26,9902281,187.5081,38.77,38.79,39.26,38.74,7253667,49.8787,67.845,68.485,68.7,67.495,12957252,89.1949,3898.85,3911.84,3922.94,3885.54,661096852,6039.0641,20.52,20.43,21.71,20.17,20.52,3.3915,3.3753,3.4261,3.3191,3.3915,4.1264,4.0825,4.1412,4.0341,4.1264,4.5,6.5,6.5,3.5,3.5,20.52,20.43,21.71,20.17,20.52,3.3915,3.3753,3.4261,3.3191,3.3915,4.1264,4.0825,4.1412,4.0341,4.1264,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/20,41.39,40.68,41.42,40.465,6897420,70.2497,53.1,51.91,53.1556,51.77,4874271,55.277,45.24,44.89,45.395,44.435,28560060,81.1327,35.35,34.9,35.37,34.745,42330132,56.1999,98.99,97.71,99.02,97.31,12816602,151.0601,65.67,64.26,65.7175,64.03,14127872,86.2583,72.62,72.11,72.65,71.6,12349611,124.8096,34.615,34.39,34.6275,33.92,26620962,77.9874,133.91,133.54,134.01,132.52,5962205,188.451,39.22,38.8,39.26,38.28,4262500,50.4577,69.49,67.995,69.53,67.66,7502588,91.3575,3972.61,3909.04,3972.96,3897.86,831430861,6153.4517,19.85,20.28,20.7,19.41,19.85,3.4787,3.3969,3.4989,3.3878,3.4787,4.1702,4.1285,4.1999,4.1222,4.1702,4.5,6.5,6.5,3.5,3.5,19.85,20.28,20.7,19.41,19.85,3.4787,3.3969,3.4989,3.3878,3.4787,4.1702,4.1285,4.1999,4.1222,4.1702,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/23,41.525,41.335,41.7,41.135,12497500,70.4788,54.03,53.15,54.155,53.02,6279040,56.2451,45.3,45.57,45.795,45.155,29305088,81.2403,35.76,35.38,35.91,35.265,44997272,56.8517,100.07,99.3,100.61,98.875,11113556,152.7082,67.165,65.935,67.55,65.785,23472876,88.2221,72.85,72.76,73.225,72.545,12000433,125.2049,34.625,34.495,34.96,34.345,19652876,78.0099,134.37,133.99,135.12,133.69,7211043,189.0983,39.33,39.25,39.589,38.94,7002222,50.5992,70.575,69.675,70.84,69.27,9168298,92.7839,4019.81,3978.14,4039.31,3971.64,615965463,6226.563,19.81,20.21,20.33,19.55,19.81,3.5098,3.4824,3.5449,3.4604,3.5098,4.2274,4.1766,4.2401,4.1554,4.2274,4.5,6.5,6.5,3.5,3.5,19.81,20.21,20.33,19.55,19.81,3.5098,3.4824,3.5449,3.4604,3.5098,4.2274,4.1766,4.2401,4.1554,4.2274,4.5,4.5,6.5,6.5,3.5,3.5
2023/1/24,41.55,41.295,41.61,40.9475,9361110,70.5213,53.88,53.58,54.65,53.413,8866992,56.0889,45.125,45.15,45.23,44.23,29772888,80.9264,35.78,35.7,35.935,35.3,34333543,56.8835,100.73,99.51,101.025,98.99,11341177,153.7153,67.135,66.785,67.39,66.685,12575678,88.1826,73.15,72.83,73.35,72.4,13465588,125.7205,34.8,34.66,34.905,34.215,20658710,78.4042,133.48,133.7,134.48,132.62,5754776,187.8458,39.5,39.3,39.65,38.54,7089709,50.8179,70.495,70.33,70.83,69.875,6372950,92.6788,4016.95,4001.74,4023.92,3989.79,485960315,6222.2832,19.2,19.89,20.47,18.91,19.2,3.4527,3.5117,3.5522,3.4509,3.4527,4.2103,4.221,4.2528,4.1933,4.2103,4.5,6.5,6.5,3.5,3.5,19.2,19.89,20.47,18.91,19.2,3.4527,3.5117,3.5522,3.4509,3.4527,4.2103,4.221,4.2528,4.1933,4.2103,4.5,4.5,6.5,6.5,3.5,3.5
