year,mean,std,count
2023,0.003846153846153844,0.19126673127351085,26
2024,-0.006993006993007001,0.2998709568767969,52
2025,0.043567753001715274,0.42336540484803736,53
2026,-0.10181818181818184,0.4412770514993746,10
