n_oos_weeks_total,oos_period,on_rank_target__n_oos_weeks_with_valid_ic,on_rank_target__weekly_spearman_ic_mean,on_rank_target__weekly_spearman_ic_std,on_rank_target__weekly_spearman_ic_ir,on_rank_target__ic_ci95_low,on_rank_target__ic_ci95_high,on_rank_target__ic_ir_ci95_low,on_rank_target__ic_ir_ci95_high,on_rank_target__ndcg_at_3_mean,on_rank_target__top3_precision_mean,on_rank_target__top3_precision_random,on_rank_target__hit_rate,on_rank_target__r2_global,on_raw_excess_return__n_oos_weeks_with_valid_ic,on_raw_excess_return__weekly_spearman_ic_mean,on_raw_excess_return__weekly_spearman_ic_std,on_raw_excess_return__weekly_spearman_ic_ir,on_raw_excess_return__ic_ci95_low,on_raw_excess_return__ic_ci95_high,on_raw_excess_return__ic_ir_ci95_low,on_raw_excess_return__ic_ir_ci95_high,on_raw_excess_return__ndcg_at_3_mean,on_raw_excess_return__top3_precision_mean,on_raw_excess_return__top3_precision_random,on_raw_excess_return__hit_rate,on_raw_excess_return__r2_global,ndcg_at_3_observed_raw,ndcg_at_3_null_mean,ndcg_at_3_null_std,ndcg_at_3_p_value,sanity_corr_pred_y,sanity_corr_pred_absy,sanity_ratio
142,2023-07-05 to 2026-03-18,141,0.0072856221792391975,0.34613436161499633,0.02104853775639577,-0.05269019987105093,0.0628191489361702,-0.15082169443771531,0.1887258035310113,0.013474508192542435,0.3215962441314554,0.2727272727272727,0.504665629860031,-0.001813876250944757,141,0.0072856221792391975,0.34613436161499633,0.02104853775639577,-0.05269019987105093,0.0628191489361702,-0.15082169443771531,0.1887258035310113,0.3112828589095835,0.3215962441314554,0.2727272727272727,0.504665629860031,-11.20217663131967,0.3112828589095835,0.5455072584163153,0.5299598863230581,0.585,-0.00066233292051903,0.003433070593883193,0.19292726508424524
