year,mean,std,count
2023,0.06741818181818182,0.3850342560073328,125
2024,-0.036763636363636366,0.3646956622781567,250
2025,0.03716684921504199,0.36673898903536134,249
2026,-0.19640151515151516,0.32890063417598053,48
