alpha,group,ticker,mean,std,ic_5d,t_stat
1,A,XLB,0.042295962823119364,0.22057552874439249,0.008472776374416305,0.29836795367064317
1,A,XLC,0.04806854487365669,0.24406687947525907,-0.025766266660674383,-0.9076252130438311
1,A,XLE,0.05565640429857683,0.286247521304927,0.013371166539370882,0.4708894575667815
1,A,XLF,0.04636218414173686,0.22466162597059236,-0.041093666970241756,-1.4482807019083286
1,A,XLI,0.051553877432471674,0.2130048587937365,0.02266369099904151,0.798275954375108
1,A,XLK,0.054603543421434794,0.2577881565545668,0.009868561441767102,0.34752483086015723
1,A,XLP,0.03311065930874237,0.2543841938981941,0.011799936583327229,0.41554757592184965
1,A,XLU,0.044619517862329365,0.2626539303916423,-0.039864249149089655,-1.4048818018637765
1,A,XLV,0.045345628812082484,0.25186343597097327,-0.025242429309981176,-0.8891609830502962
1,A,XLRE,0.031004937554458316,0.23487214531342487,0.03323751194715281,1.1710606045090008
1,A,XLY,0.04737873947139123,0.246962495898581,-0.0027394547771326955,-0.09646651909609678
2,A,XLB,0.029390269225757288,0.44626920163036704,0.0025162353989532423,0.08882018303986186
2,A,XLC,-0.05130357333004822,0.4542296976972364,-0.030912678501273355,-1.0916998787160432
2,A,XLE,0.05261658137296995,0.45534755130549087,0.006820413192373104,0.24075749080387734
2,A,XLF,0.03920401133610274,0.44513706799826497,0.00597736576059054,0.21099716072182997
2,A,XLI,0.04774073171355373,0.43625060203825067,-0.0343215814519591,-1.2122222634331858
2,A,XLK,0.04719139471856633,0.45770838667671554,0.003406451136381738,0.12024408018708019
2,A,XLP,0.0262077347868834,0.4423529849285222,-0.02200445180150036,-0.7769172099222827
2,A,XLU,0.011668332377434648,0.4545838345467837,0.051697783087317616,1.8273093608984954
2,A,XLV,0.024593338535084556,0.4464387445699986,0.037946168591631135,1.3404167656505401
2,A,XLRE,0.04973153696467025,0.463980999254699,-0.029390883545310796,-1.0379091036073884
2,A,XLY,0.00727642693537189,0.43624916866064,0.01555348530446188,0.5488642391355776
3,A,XLB,0.028532846450783956,0.3613569623661812,0.024876189402374706,0.5411888531246665
3,A,XLC,-0.07343480930543338,0.35134870390059936,-0.06889998391032541,-0.7844174986975921
3,A,XLE,-0.03196421482892206,0.3783674105012794,0.010561508998350006,0.23899299789849596
3,A,XLF,-0.12224798256011732,0.3119528484378791,0.12864143503136305,1.5727623211888264
3,A,XLI,-0.05852527876353839,0.3570879441434291,0.1292093255201985,0.8643230298927977
3,A,XLK,0.0369250109165427,0.3508692031739016,-0.015186597462440424,-0.24678146162476988
3,A,XLP,0.04069036348681526,0.38359621175546665,0.000342394563989937,0.0057599684450332115
3,A,XLU,-0.021279627666016408,0.37204802547341953,0.07657306816855664,1.001330594531204
3,A,XLV,0.07469799882315828,0.39447694648672976,0.1294523744579657,1.2106790224082706
3,A,XLRE,0.08666677511607312,0.3529995714436364,0.035246721937773846,0.5418070732411652
3,A,XLY,-0.03960325592225832,0.389360794740925,-0.07404187191846097,-1.1381645130890774
4,A,XLB,-0.921465046663145,0.19788093757785122,-0.033689854296487104,-1.1917927596691522
4,A,XLC,-0.9827434407466105,0.10232986654343244,0.0016299219936044226,0.05762652127078634
4,A,XLE,-0.910371544285966,0.2150764052672473,0.023151870405599975,0.8187616893188816
4,A,XLF,-0.972706462405353,0.1279377580076943,-0.008554522705854465,-0.3024591179162847
4,A,XLI,-0.9938369431237893,0.06549303791078377,0.0031347110824864115,0.11082931770297626
4,A,XLK,-0.9618874676125073,0.14453478551784363,0.05736167867059939,2.0313863504487384
