alpha,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,57,57,57,57,57,57,57,57,57,57,57,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,68,68,68,68,68,68,68,68,68,68,68,71,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,81,81,81,81,81,81,81,81,81,81,81,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,88,88,88,88,88,88,88,88,88,88,88,92,92,92,92,92,92,92,92,92,92,92,94,94,94,94,94,94,94,94,94,94,94,95,95,95,95,95,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,101,101,101,101,101,101,101,101,101,101,101
ticker,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLRE,XLY
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1983471074380165,-0.6611570247933884,-0.01652892561983471,-0.17355371900826444,-0.6611570247933884,-0.6363636363636364,-0.14876033057851237,-0.06611570247933884,-0.45454545454545453,-0.04132231404958678,-0.6694214876033059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36363636363636365,0.2727272727272727,0.9090909090909091,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.8181818181818182,0.6363636363636364,0.7272727272727273,1.0,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.396694214876033,-0.4462809917355372,-0.09917355371900825,-0.4958677685950413,-0.29752066115702475,-0.5454545454545454,-0.14876033057851237,-0.24793388429752064,-0.1983471074380165,-0.04958677685950413,-0.3471074380165289,,,,,,,,,,,,,,,,,,,,,,,0.04861626867941027,-0.02826505733507645,0.03868818396487228,0.04835940506851699,0.13553381540931753,-0.09893829386908237,0.12396071393934704,0.08030401837472212,0.12364965664185945,0.06237049004512585,-0.005274296197129047,1.2,0.25,10.0,1.6666666666666667,0.4,0.14285714285714288,1.5000000000000002,4.0,0.6363636363636364,2.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6501593664205665,-0.8050291352506014,-0.3340086437547118,-0.650169702769133,-0.5881846281996328,-0.9028615212506963,-0.28342243209262385,-0.4364526177877176,-0.5100475214894409,-0.008154056804821359,-0.8335271835269219,,,,,,,,,,,,-0.316249999999999,-0.8525000000000064,0.08250000000000313,-0.3299999999999995,-0.659999999999999,-1.0862041666666804,0.054999999999989065,-0.10197916666666511,-0.27500000000001046,0.4652083333333271,-0.8215625000000084,-0.1515151515151515,-0.1212121212121212,0.06060606060606062,-0.24242424242424238,-0.09090909090909087,-0.2121212121212121,0.030303030303030318,-0.03030303030303029,-0.060606060606060594,2.7755575615628914e-17,-0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6888544891640838,0.6372194062273806,-0.01956947162426928,0.6959152798789686,0.5491488193300362,0.6834260594821128,0.2599179206566328,0.44824775876120593,0.49504950495049277,-0.5882352941176372,0.7488430795119905
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-0.45454545454545453,-0.1983471074380165,-0.04132231404958678,-0.1983471074380165,-0.5785123966942148,-0.05785123966942149,-0.29752066115702475,-0.1652892561983471,-0.36363636363636365,-0.2975206611570248,-0.1487603305785124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21000000000000085,-0.5400000000000063,-0.134999999999998,-0.11999999999999744,-0.27000000000001023,-1.0700000000000074,-0.10999999999999943,-0.08999999999999986,-0.3299999999999983,-0.23000000000000398,-0.9500000000000028,1.0,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.45454545454545453,0.09090909090909091,0.8181818181818182,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.18181818181818182,,,,,,,,,,,,-0.21000000000000085,0.5400000000000063,0.134999999999998,-0.11999999999999744,0.27000000000001023,1.0700000000000074,0.10999999999999943,-0.08999999999999986,0.3299999999999983,0.23000000000000398,-0.9500000000000028,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.09090909090909091,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,,,,,,,,,,,,,,,,,,,,,-1.0,,-1.0,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.18181818181818182,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.5909090909090909,-0.09090909090909091,-0.5909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36513899323816684,-0.21036814425244177,-0.09466566491359878,-0.05259203606311044,-0.040570999248685194,-0.7272727272727273,-0.004507888805409466,-0.07513148009015777,-0.23140495867768596,-0.005259203606311044,-0.6010518407212622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,0.7272727272727273,0.5454545454545454,0.45454545454545453,0.6363636363636364,1.0,0.36363636363636365,0.2727272727272727,0.8181818181818182,0.18181818181818182,0.9090909090909091,,,,-1.0,,,,-1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09967448647828105,0.1328993153031799,0.10820518577239738,-0.0790212145047007,0.09271523175472475,-0.03984734538340586,0.11045010663708617,-0.08777640588551838,0.122572679317431,-0.09114378718437942,-0.035694241778895394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,0.7272727272727273,0.8181818181818182,0.2727272727272727,0.36363636363636365,1.0,0.18181818181818182,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.9090909090909091,,,,,,,,,,,,0.0,0.25,0.25,0.125,0.25,0.25,0.25,0.125,0.25,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,-1.0,-0.18181818181818182,-0.13636363636363635,-0.4090909090909091,-0.36363636363636365,-0.045454545454545456,-0.45454545454545453,-0.3181818181818182,-0.2727272727272727,-0.22727272727272727,-0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,0.07927382607063294,0.09808492181943507,0.04527299243957117,0.03966236323531547,-0.06475902051472815,-0.016317584400056262,0.10447236748051125,-0.023106575954539466,0.039011409642412787,-0.07109366091415126,0.03248645192606148,0.2,1.125,7.0,1.3333333333333335,0.5,1.5714285714285714,1.0,1.0,0.7272727272727273,0.7499999999999999,1.111111111111111,,,,,,,,,,,,,,,,-0.9999999999997129,,0.9999999999991378,,0.9999999999996444,1.0000000000000062,1.0000000000000933,,,,,,,,,,,,-0.21000000000000085,0.5400000000000063,0.134999999999998,0.11999999999999744,0.27000000000001023,1.0700000000000074,0.10999999999999943,0.08999999999999986,0.3299999999999983,0.23000000000000398,0.9500000000000028,,,,,,,,,,,,-0.21000000000000085,0.5400000000000063,0.134999999999998,0.11999999999999744,0.27000000000001023,1.0700000000000074,0.10999999999999943,0.08999999999999986,0.3299999999999983,0.23000000000000398,0.9500000000000028,,,,,,,,,,0.9999999999999977,,-0.21000000000000085,0.5400000000000063,0.134999999999998,0.11999999999999744,0.27000000000001023,1.0700000000000074,0.10999999999999943,0.08999999999999986,0.3299999999999983,0.23000000000000398,0.9500000000000028,,,,,,,,,,,,,,,,,,,,,,,-0.2624686135241347,-0.04901062100101891,-0.03568102929695426,-0.10121063964316418,-0.4704680266133572,-0.08134721853086238,-0.05787330302513284,-0.450886895885314,-0.11871979339338416,-0.5442648903278301,-0.03321571396347814,,,,,,,,,,,,0.03535714285713583,0.7376470588235482,0.30816176470587797,0.15529411764705553,0.18683823529411323,1.105257352941192,0.2426470588235294,0.0873529411764739,0.630882352941182,0.10676470588235239,1.1016176470588148,0.015151515151515138,-0.15909090909090912,0.053030303030303025,0.02272727272727272,-0.21969696969696972,-0.007575757575757569,-0.03787878787878789,-0.18939393939393945,-0.09848484848484847,-0.25,-0.12878787878787878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2123142250530821,-0.5278039585296901,-0.5102040816326509,-0.2657807308970068,-0.36951501154735483,-0.8903324417271703,-0.07677543186180318,-0.354330708661419,-0.5993690851734926,-0.43782837127845864,-0.8281493001555124
