model,n_daily_oos_rows,n_daily_oos_periods,n_weekly_oos_rows,n_weekly_oos_periods,oos_period,daily__n_periods_with_valid_ic,daily__spearman_ic_mean,daily__spearman_ic_std,daily__spearman_ic_ir,daily__ic_ci95_low,daily__ic_ci95_high,daily__ndcg_at_3_mean,daily__top3_precision_mean,daily__hit_rate,daily__r2_global,daily__sanity_corr_pred_y,daily__sanity_corr_pred_absy,daily__sanity_ratio,weekly_on_frs4__n_periods_with_valid_ic,weekly_on_frs4__spearman_ic_mean,weekly_on_frs4__spearman_ic_std,weekly_on_frs4__spearman_ic_ir,weekly_on_frs4__ic_ci95_low,weekly_on_frs4__ic_ci95_high,weekly_on_frs4__ndcg_at_3_mean,weekly_on_frs4__top3_precision_mean,weekly_on_frs4__hit_rate,weekly_on_frs4__r2_global,weekly_on_frs4__sanity_corr_pred_y,weekly_on_frs4__sanity_corr_pred_absy,weekly_on_frs4__sanity_ratio
elasticnet,7392,672,1518,138,2023-07-03 to 2026-03-12,672,0.02481060606060606,0.40945861153858787,0.060593684835146926,-0.03207454004329005,0.0821489448051948,0.10033653438773944,0.3100198412698412,0.5117839607201309,-0.008100729304046927,-0.02736754765990302,-0.03410048394744807,0.802555990175356,138,0.023583662714097498,0.40832655524070016,0.0577568674175389,-0.0451366930171278,0.07793313570487484,0.9548767200503558,0.3115942028985507,0.5206349206349207,-0.0077368101465291605,-0.02508567223721345,-0.014636864528403612,1.7138692640444524
