year,mean,std,count
2023,0.0018909090909090894,0.37713631424211597,125
2024,0.002909090909090907,0.4034577885339185,250
2025,0.06451259583789705,0.43271772594564467,249
2026,-0.007386363636363636,0.39314352291675164,48
