year,mean,std,count
2023,-0.020279720279720272,0.31799275101990593,26
2024,0.02618181818181818,0.39910356626211335,50
2025,0.04965034965034966,0.4673264135373677,52
2026,-0.010909090909090929,0.3761679088972289,10
