year,mean,std,count
2023,0.04265734265734267,0.3739869554517391,26
2024,0.03254545454545455,0.39257783352082026,50
2025,0.051573426573426576,0.4905416237198153,52
2026,-0.09000000000000001,0.37371020922300524,10
