year,mean,std,count
2023,0.06014545454545456,0.39880985300471083,125
2024,0.0007272727272727299,0.3904815240673028,250
2025,0.05191675794085433,0.4526474967410613,249
2026,-0.0903409090909091,0.40125706399384264,48
