year,mean,std,count
2023,0.003846153846153844,0.19126673127351085,26
2024,-0.027972027972027975,0.29603245908696874,52
2025,0.0607204116638079,0.40433432687060455,53
2026,-0.14181818181818182,0.4136158281060717,10
