n_oos_weeks_total,oos_period,on_rank_target__n_oos_weeks_with_valid_ic,on_rank_target__weekly_spearman_ic_mean,on_rank_target__weekly_spearman_ic_std,on_rank_target__weekly_spearman_ic_ir,on_rank_target__ic_ci95_low,on_rank_target__ic_ci95_high,on_rank_target__ic_ir_ci95_low,on_rank_target__ic_ir_ci95_high,on_rank_target__ndcg_at_3_mean,on_rank_target__top3_precision_mean,on_rank_target__top3_precision_random,on_rank_target__hit_rate,on_rank_target__r2_global,on_raw_excess_return__n_oos_weeks_with_valid_ic,on_raw_excess_return__weekly_spearman_ic_mean,on_raw_excess_return__weekly_spearman_ic_std,on_raw_excess_return__weekly_spearman_ic_ir,on_raw_excess_return__ic_ci95_low,on_raw_excess_return__ic_ci95_high,on_raw_excess_return__ic_ir_ci95_low,on_raw_excess_return__ic_ir_ci95_high,on_raw_excess_return__ndcg_at_3_mean,on_raw_excess_return__top3_precision_mean,on_raw_excess_return__top3_precision_random,on_raw_excess_return__hit_rate,on_raw_excess_return__r2_global,ndcg_at_3_observed_raw,ndcg_at_3_null_mean,ndcg_at_3_null_std,ndcg_at_3_p_value,sanity_corr_pred_y,sanity_corr_pred_absy,sanity_ratio
142,2023-07-05 to 2026-03-18,141,0.003159252095422307,0.3365916843920723,0.009386007563224033,-0.05448420373952289,0.056094455190199885,-0.1665674978095496,0.16537410433189198,0.026807334239251853,0.31690140845070425,0.2727272727272727,0.5035019455252918,-0.0015601726370346736,141,0.003159252095422307,0.3365916843920723,0.009386007563224033,-0.05448420373952289,0.056094455190199885,-0.1665674978095496,0.16537410433189198,0.310519373128348,0.31690140845070425,0.2727272727272727,0.5035019455252918,-12.030103789275648,0.310519373128348,0.5424367090823855,0.5310589417537182,0.59,-6.057455792640452e-05,-0.0024383100376429694,0.024842844835663253
