year,mean,std,count
2023,0.030303030303030307,0.22909571904522463,6
2024,-0.05454545454545454,0.34682199991399426,12
2025,0.02424242424242426,0.5283166259926669,12
2026,-0.14090909090909093,0.5206877206919123,2
