year,mean,std,count
2023,0.05151515151515152,0.23416224273538427,6
2024,-0.03939393939393939,0.39478823572183946,12
2025,0.10151515151515152,0.5736753707492221,12
2026,-0.12272727272727274,0.5721136684145703,2
