n_daily_oos_rows,n_daily_oos_periods,n_snapshot_months,n_smoothed_months,oos_period,ewma_span,snapshot__n_periods_with_valid_ic,snapshot__spearman_ic_mean,snapshot__spearman_ic_std,snapshot__spearman_ic_ir,snapshot__ic_ci95_low,snapshot__ic_ci95_high,snapshot__ndcg_at_3_mean,snapshot__top3_precision_mean,snapshot__hit_rate,snapshot__r2_global,snapshot__sanity_corr_pred_y,snapshot__sanity_corr_pred_absy,snapshot__bootstrap_block_months,smoothed__n_periods_with_valid_ic,smoothed__spearman_ic_mean,smoothed__spearman_ic_std,smoothed__spearman_ic_ir,smoothed__ic_ci95_low,smoothed__ic_ci95_high,smoothed__ndcg_at_3_mean,smoothed__top3_precision_mean,smoothed__hit_rate,smoothed__r2_global,smoothed__sanity_corr_pred_y,smoothed__sanity_corr_pred_absy,smoothed__bootstrap_block_months
7227,657,32,32,2023-07-03 to 2026-02-19,5,32,0.02528409090909091,0.44373499201118227,0.05698016015030372,-0.12586647727272726,0.1778480113636363,-0.038431401577998583,0.3333333333333333,0.5173611111111112,-0.053862376994784134,-0.08423445814874636,-0.01976224929958798,1,32,-0.014488636363636342,0.4019405035015821,-0.03604671894824184,-0.1480255681818182,0.10852272727272728,-0.10092969912850963,0.28125,0.4793103448275862,-0.07330846971785476,-0.11658814564420832,0.006887186078834284,3
