year,mean,std,count
2023,-0.028671328671328676,0.26638308719167464,26
2024,-0.03181818181818183,0.3054652616743429,52
2025,0.011663807890222979,0.41037241919553663,53
2026,-0.026363636363636367,0.4445868688234182,10
