n_oos_weeks_total,oos_period,on_rank_target__n_oos_weeks_with_valid_ic,on_rank_target__weekly_spearman_ic_mean,on_rank_target__weekly_spearman_ic_std,on_rank_target__weekly_spearman_ic_ir,on_rank_target__ic_ci95_low,on_rank_target__ic_ci95_high,on_rank_target__ic_ir_ci95_low,on_rank_target__ic_ir_ci95_high,on_rank_target__ndcg_at_3_mean,on_rank_target__top3_precision_mean,on_rank_target__top3_precision_random,on_rank_target__hit_rate,on_rank_target__r2_global,on_raw_excess_return__n_oos_weeks_with_valid_ic,on_raw_excess_return__weekly_spearman_ic_mean,on_raw_excess_return__weekly_spearman_ic_std,on_raw_excess_return__weekly_spearman_ic_ir,on_raw_excess_return__ic_ci95_low,on_raw_excess_return__ic_ci95_high,on_raw_excess_return__ic_ir_ci95_low,on_raw_excess_return__ic_ir_ci95_high,on_raw_excess_return__ndcg_at_3_mean,on_raw_excess_return__top3_precision_mean,on_raw_excess_return__top3_precision_random,on_raw_excess_return__hit_rate,on_raw_excess_return__r2_global,ndcg_at_3_observed_raw,ndcg_at_3_null_mean,ndcg_at_3_null_std,ndcg_at_3_p_value,sanity_corr_pred_y,sanity_corr_pred_absy,sanity_ratio
142,2023-07-05 to 2026-03-18,141,-0.014506769825918765,0.34976797626099876,-0.04147540887246274,-0.06977111540941329,0.028570277240489994,-0.20636078613668735,0.0802084621317974,0.021520435298140447,0.3169014084507042,0.2727272727272727,0.496875,-0.011024526517273703,141,-0.014506769825918765,0.34976797626099876,-0.04147540887246274,-0.06977111540941329,0.028570277240489994,-0.20636078613668735,0.0802084621317974,1.004113025589332,0.3169014084507042,0.2727272727272727,0.496875,-21.424015342398835,1.004113025589332,0.5594449692434336,0.519402124913142,0.17,-0.029614754268586875,-0.004960217262643514,5.970455062850189
