date,direction,ticker,volume,price,market_price
2025-01-01,short,XLB,21.609006633965038,42.07,42.07
2025-01-01,short,XLC,9.390464921918284,96.81,96.81
2025-01-01,short,XLE,21.225564069365145,42.83,42.83
2025-01-01,short,XLF,18.810074675996464,48.33,48.33
2025-01-01,short,XLI,6.89959706353149,131.76,131.76
2025-01-01,short,XLK,7.81946421031231,116.26,116.26
2025-01-01,short,XLP,11.564570780955465,78.61,78.61
2025-01-01,short,XLRE,22.35286228401547,40.67,40.67
2025-01-01,short,XLU,24.021427112984785,37.845,37.845
2025-01-01,short,XLV,6.608206070298097,137.57,137.57
2025-01-01,short,XLY,8.104220272707012,112.175,112.175
2025-01-08,short,XLB,21.20845674462879,42.07495322587354,42.08
2025-01-08,short,XLC,4.82562295924976,96.9627516114007,97.26
2025-01-08,short,XLE,43.49884110583672,43.62639398107849,44.015
2025-01-08,short,XLF,12.433160425450467,48.39367156479196,48.49
2025-01-08,short,XLI,6.216845057630249,132.26241183548214,132.82
2025-01-08,short,XLK,3.010298823092292,116.44901643492923,116.94
2025-01-08,short,XLP,5.81196452441087,78.1985994394511,77.38
2025-01-08,short,XLRE,13.710464679465563,40.47230771163899,40.15
2025-01-08,short,XLU,13.382805414302066,37.90224616498217,38.005
2025-01-08,short,XLV,21.830589595186915,139.76543355410126,140.43
2025-01-08,short,XLY,2.9755530663814227,111.9950666662158,111.505
2025-01-15,short,XLB,17.08904861655523,42.71975957405078,43.52
2025-01-15,short,XLC,4.34362817158161,97.02776847686964,97.1
2025-01-15,short,XLE,36.24818082456163,44.834835743320646,46.285
2025-01-15,short,XLF,23.967290656514564,49.10894702378119,49.48
2025-01-15,short,XLI,7.623071442572537,133.93001733559254,135.29
2025-01-15,short,XLK,4.892500068012562,116.26080458124758,116.145
2025-01-15,short,XLP,2.8132710991960703,77.55650638245177,76.23
2025-01-15,short,XLRE,6.397935022616185,40.38248522838774,40.19
2025-01-15,short,XLU,17.18151906479587,38.17924425196426,38.395
2025-01-15,short,XLV,9.78943255452879,140.01452411199114,140.57
2025-01-15,short,XLY,14.651152129489496,113.36231983397096,113.64
2025-01-22,short,XLB,12.633586445980661,43.42119317958463,44.37
2025-01-22,short,XLC,8.927400986122716,98.522660218515,99.25
2025-01-22,short,XLE,15.43752776668157,45.149993026733746,45.89
2025-01-22,short,XLF,10.324836840374786,49.500674241678695,50.41
2025-01-22,short,XLI,5.300422126654612,136.52208547684685,140.25
2025-01-22,short,XLK,24.673167762455602,119.96123333820077,120.695
2025-01-22,short,XLP,4.971331115728462,77.34160976942812,77.22
2025-01-22,short,XLRE,6.053616190395662,40.73132200896019,41.1
2025-01-22,short,XLU,8.573584653399596,38.50572682109296,39.16
2025-01-22,short,XLV,11.122439867467588,141.166280150991,142.18
2025-01-22,short,XLY,6.128146487708676,113.8497215668848,115.015
2025-01-29,short,XLB,23.172991678137585,43.989931780229035,44.3
2025-01-29,short,XLC,11.671742376609295,100.41930644736512,101.87
2025-01-29,short,XLE,12.384162315418855,45.016458280081,44.85
2025-01-29,short,XLF,14.571313567947684,50.54208478663422,51.28
