year,mean,std,count
2023,0.031118881118881128,0.3731055559496309,26
2024,0.018727272727272724,0.40418376193096783,50
2025,0.08356643356643358,0.4484729431678674,52
2026,0.01272727272727273,0.3978639014963106,10
