year,mean,std,count
2023,0.049236363636363634,0.40450868724810385,125
2024,-0.007163636363636363,0.38471827736975006,250
2025,0.07758305951077037,0.43004031287884187,249
2026,-0.002651515151515161,0.3782552670702799,48
