model,n_daily_oos_rows,n_daily_oos_periods,n_weekly_oos_rows,n_weekly_oos_periods,oos_period,daily__n_periods_with_valid_ic,daily__spearman_ic_mean,daily__spearman_ic_std,daily__spearman_ic_ir,daily__ic_ci95_low,daily__ic_ci95_high,daily__ndcg_at_3_mean,daily__top3_precision_mean,daily__hit_rate,daily__r2_global,daily__sanity_corr_pred_y,daily__sanity_corr_pred_absy,daily__sanity_ratio,weekly_on_frs4__n_periods_with_valid_ic,weekly_on_frs4__spearman_ic_mean,weekly_on_frs4__spearman_ic_std,weekly_on_frs4__spearman_ic_ir,weekly_on_frs4__ic_ci95_low,weekly_on_frs4__ic_ci95_high,weekly_on_frs4__ndcg_at_3_mean,weekly_on_frs4__top3_precision_mean,weekly_on_frs4__hit_rate,weekly_on_frs4__r2_global,weekly_on_frs4__sanity_corr_pred_y,weekly_on_frs4__sanity_corr_pred_absy,weekly_on_frs4__sanity_ratio
rf,7392,672,1518,138,2023-07-03 to 2026-03-12,672,0.035051406926406924,0.4062139726085263,0.08628803854609504,-0.022526041666666673,0.09067302489177491,-0.014669162568948093,0.33382936507936506,0.5234899328859061,-0.022707476762601875,-0.05049293049877498,-0.042173710748540066,1.197260795945562,138,0.04505928853754941,0.412350604621784,0.10927421478835632,-0.026813241106719378,0.10726284584980238,0.30258554522652115,0.35265700483091783,0.5270700636942676,-0.01821454775558573,-0.03184235530766029,-0.04075035724145677,0.7814006419375863
